id,title_norm,label_1
133,کارگر پوست کن,9
134,کارشناس مسئول تجهیزات ارتباطی فرودگاهها,2
135,کارشناس مسئول خدمات اموزشی دانشکده شیمی,2
136,متصدی آرشیو عکس,4
137,کارمند برنامه ریزی نت,4
138,اعضا هیئت علمی,2
139,یونیت بند کارگاه مونتاژکولرگازی,8
140,تکنسین تعمیرات دیجیتال توربوسیکل و تاسیسات,3
141,سرپرست روپوش طوسی,3
142,کارگرجرثقیل سقفی,8
143,کرادا رغ عا ع غئسع ساعشراک,9
144,استادکار مکانیک لوله تعمیرات مکانیکی,7
145,اپراتور دستگاه پوست گیری آجیل و خشکبار,8
146,اپراتور دستگاه گریل کالباس و سوسیس,8
147,کنترلرکیفیت محصولات لاستیکی خام,3
148,تکنسین واحد اتوماسیون و ابزاردقیق,3
149,تکنسین کابل و روشنایی,3
150,مدیر پشتیبانی و نوسازی,1
151,مسئول دفتر معاونت خدمات,3
152,نماینده بیمه,3
153,مونتاژ کار داشبرد وسیله نقلیه,8
154,کارشناس مسئول بررسی کارافرینی,2
155,کارشناس مسئول امور پژوهشی،اجتماعی و تحقیقات فرهنگ بومی,2
156,کارگرتعمیرات خط,7
157,اپراتور سایت عملیات مخازن و بارگیری,8
158,تعویض روغن کار,7
159,تمیز کار قالب ریزی,9
160,توزین مواداولیه,4
161,سرپرست ریاست برنامه ریزی و سیستم ها,1
162,سرپرست شیفت تولیدfh,3
163,مسئول امور فرهنگی روابط عمومی,3
164,کارشناس هیات حل اختلاف,2
165,کارشناس طراحی تعمیرات منطقه تحت کنترل,2
166,معاون مدیرکل حالت اشتغال,1
167,کارشناس ارشد سیستم کنترل و امنیت شبکه صنعتی,2
168,مسئول کنترل تولید و تغذیه خطوط تزریق سایت جنوب,3
169,کارشناس ارشد متالورژی ریخته گری,2
170,کارگر حمل کلاف قرقره فلایر ریسندگی,9
171,کارگر خیار چینی,9
172,کمکمتصدی دستگاه فیلر,8
173,رئیس قراردادهای پیمانکاری,1
174,رئیس مرکز ارتباط با مشتریان و شبکه نمایندگیهای گروه,1
175,زراعتکار وتوام دامدار,6
176,سرپرست کنترل اسناد و رسیدگی به شکایات,3
177,کارشناس پیشگیری و درمان,2
178,رئیس ائاره امور عمومی,1
179,دفتردار برنامه ریزی و تحقیقات بازاریابی,4
180,سرپرست محوطه,3
181,مسئول بویلر,8
182,کارشناس مسئول بررسی صلاحیت,2
183,کاردان امور قضائی,3
184,مکانیک تجهیزات سنگین,7
185,پرورش و نگهداری,6
186,مسئول نمایندگی ورزش و جوانان بخش جانباز حالت اشتغال,1
187,مکانیک ماشین الات درجه 2 اشلافهرست,7
188,کارگرخدمات کیفیت,9
189,تکنسین نگهداری وتعمیرات ماشین آلات,3
190,تکنسین پشتیبانی سیستم ها و کاربران,3
191,راننده کامیون اتاق دار,8
192,رنگساز درجه 3,8
193,متصدی اموردفتری اجرای احکام کیفری,4
194,متصدی دستگاه تولید فیلتر مقوایی,8
195,کارشناس مسئول طرح ومهندسی شبکه انتقال,2
196,رئیس اداره پشتیبانی و راه اندازی دیتا,1
197,رئیس اداره کیفیت قطعات تزئینات,1
198,رئیس گروه نظارت و اجرای بودجه,1
199,مدیر دفترروابط عمومی و آموزش همگانی,1
200,مدیر صنایع و سیستم ها,1
201,کارمندارشدخدمات اجتماعی,2
202,کارشناس نظارت بر اجرای استانداردهای صنایع بسته بندی و سلولوزی,2
203,هشت لا کنی,8
204,کارگرپرورش درجه 2,6
205,کارگرچله پیچ مستقیم,8
206,کارگرکلاف,8
207,رئیس اداره تعاون کار و رفاه اجتماعی,1
208,رئیس اداره تمرکز وجوه و اعتبارات,1
209,سرمکانیک سرویسکارقسمت بافندگی حوله,7
210,سرویسکارتجهیزات جوشکاری وبرشکاری خدمات فنی پل وسازه های فلز,7
211,کارمند مستندات اداری,4
212,کارمند واحد فروش,4
213,کارشناس حسابداری اموال کالا و دارایی ها,2
214,کارشناس حسابداری تاسیسات و قیمت تمام شده,2
215,مسئول مهندسی ساخت و خودکفایی قطعات برق و الکترونیک,2
216,کارشناس توسعه و پشتیبانی شبکه,2
217,مسئول تعمیرات مکانیکی خودرو,7
218,مکانیک روتی,7
219,کارگرتولیدکوئل,8
220,تعمیرکار مکانیک نقاله های انبار محصول,7
221,تکنسین نگهداری و تعمیرات دستگاههای ثابت مخازن و بازیافت,3
222,ریخته گری اپراتورکوره,8
223,ریس نقلیه,1
224,سرپرست ترمیم,3
225,سرپرست سالن تولید سنگ,3
226,مدیر مهندسی برق و الکترو تکنیک,1
227,کارمندروابط عمومی,4
228,متصدی دوربینهای مدار بسته,5
229,معاون عمران,1
230,کارشناس اموال غیرمنقول,2
231,کارشناس شیفت اتوماسیون,2
232,مدیر باشگاه فرهنگی هنری و ورزشی,1
233,کارشناس نت مکانیکی قطار,2
234,مشاور امور خدمات عمومی,2
235,معاون سرمهندس ارشد,1
236,اپراتور تهیه بهداشتی,8
237,کمک مکانیک درجه خمیرسازیها,7
238,اپراتور دستگاه الک شالی برنج,8
239,اپراتورمقدمات,8
240,رئیس هماهنگی و پیگیریهای حوزه مدیریت,1
241,کارشناس مرکز عملیات و امنیت,2
242,کمک راننده کامیون زباله کش,9
243,اپراتور کارگاه برق نیروگاه حرارتی,8
244,تکنیسین اجازه پرواز,3
245,راننده ماشینهای راهسازی و ساختمانی فینیشر,8
246,راننده وسائطسنگین,8
247,سرپرست انرژی حرارتی,3
248,سرپرست برش ورق ومفتول,3
249,طراح کیف و کفش,2
250,مدیرطراحی و مکانیک,1
251,مدیرکل امور مالی و ذیحسابی,1
252,نوردکارمرتبه سنبه,8
253,کارشناس امور اجتماعی وانتخابات,2
254,کارشناس ازمایشگاه کارگاه تخصصیاپراتور,2
255,نصب کار دستگاه پرداخت چوب,7
256,معاون حسابرسی مالیاتی مرکز استان,1
257,چرخکاری,7
258,کارشناس شبکه های زهکشی,2
259,کارشناس ناظر مقیم فضای سبز,2
260,کارشناس مهندسی صنایع بانک اطلاعات,2
261,کارشناس ناظر بر چاپ و نشر و صنایع وابسته,2
262,کارشناس ناظر بهره برداری فاضلاب,2
263,معاون امور ازمونها,1
264,کارشناس توسعه نرم افزارهای طراحی,2
265,معاون ازمایشگاه مرکزی شیمی,1
266,کارگر نظافت و تخلیه انبار فرآورده ها بخش برنامه ریزی و کنترل مواد,9
267,کمک راننده خودروسنگین تریلی,9
268,تکنسین فرایند تعمیرات,3
269,رئیس گروه فناوری آماروااطلاعات آموزشی,1
270,دستکش چرمی دوز دستی,7
271,سرشیفت اتصالات ـپلاستیلوکس,3
272,راننده پایه دو کارت شهری,8
273,لوله کشی و تاسیسات,7
274,متصدی چاپ بوبست,8
275,کارشناس ارشد مهندسی فرآیند,2
276,کارشناس هماهنگی وپیگیری اجرای دستورمداری,2
277,سرویس کاروکمک راننده معدن,7
278,مدیر تحقیق و توسعه ماهیران,1
279,معاون برنامه ریزی توسعه منابع و پشتیبانی,1
280,معاون ارزی,1
281,کارمند ثبت وتوزیع اطلاعات,4
282,نقاش پیستوله کاری رویه رنگ رویه,7
283,کارمند تنظیم اسناد وپیگیری,4
284,اجرای سقف کاذب,7
285,کمک متصدی دیزل و,8
286,اپراتور ارشد سازماندهی تعمیرات منطقه دسترسی آزاد,8
287,اپراتور اره و قیچی,8
288,اتشبار تونلی,7
289,کارگرشستشوی ظروف تهیه بهداشتی,9
290,تعمیرکار ابزار الات صنعتی,7
291,تعمیرکار دیگها,7
292,ذیحساب سازمان صنعت معدن و تجارت استان ایلام,1
293,رئیس اداره امور ترفیعات و انتقالات,1
294,رئیس اداره امورحفاظت پرسنلی,1
295,رئیس گروه برنامه ریزی وبودجه,1
296,سرشیفت تکمیل محصول,3
297,سرمکانیک ومکانیک ریسندگی,7
298,کارشناس مسئول نظارت و ارزیابی امورعمرانی,2
299,کارشناس تامین ارشد,2
300,کارگردرجه یک تغذیه ماشین سیگارت,8
301,انباردار ابزار وتجهیزات یدکی,4
302,کمک اپراتورتراش دوسرلوله,8
303,دبیر شیمی دوره متوسطه دوم,2
304,رییس شرکت,1
305,راننده دامپرخدمات,8
306,سرپرست دریافت و صدور کالا,4
307,فروشنده اینترنتی محصولات بهداشتی,5
308,سرپرست وکمک پرسکاری,8
309,کارمند امور خدمات,4
310,مهندس صنایع نساجی,2
311,کاراموزوکالت,2
312,کارشناس یامسئول گروه برنامه ریزی مالی وتجهیز منابع,2
313,چکر خط تله کابین,3
314,موسسه امام خمینی,2
315,کارشناس انفورماتیک و مخابرات,2
316,کارگرایستگاه بارگیری مشاغل سخت,9
317,کارشناس ارشد اموربازنشستگی,2
318,کارشناس ارشد سازه,2
319,معاون مهندسی و طراحی معدن,1
320,واحد ستاره دار اداره کل تدارکات و پشتیبانی رئیس اداره انبارها,1
321,هیات علمی متخصص زنان و زایمان,2
322,اداره سیر و حرکت اداره کل راه اهن اصفهان مسئول کنترل ترافیک,3
323,اداره سیر و حرکت اداره کل راه اهن شمالشرق کنترلر ترافیک,3
324,کارگر گچ کار,7
325,ایزوگام کاری برای کسی,7
326,تکنسین بهره برداردیسپاچینک,3
327,دفتردار اجرای پروژه های آهن سازی,4
328,ساختمان ساز پیمانکار,1
329,مدیر آزمایشگاه کارخانه,1
330,قالب گیر کفش دستی,7
331,مسئول برق ومسئول مکانیک وسرشیفت تعمیرات,3
332,کارشناس ترفیع و ارتقا,2
333,مسئول شیفت تعمیرات سالنها,3
334,معاون اداره منابع طبیعی وابخیزداری شهرستان اهواز,1
335,کارشناس تامین تجهیزات پزشکی,2
336,کارمند ارشد پشتیبانی,4
337,مشاور معاون سرمایه انسانی و پشتیبانی,2
338,کارگرنیمه ماهرتولید,8
339,اپراتور دستگاه برش سنگ ساختمانی,8
340,اپراتورشن شویی,8
341,تکنسین مسئول ایمنی وحفاظت کار,3
342,تکنسین نصب راه اندازی و بازسازی ماشین آلات,3
343,رئیس اداره برنامه ریزی و بهبود فرآیندهای بازاریابی و فروش,1
344,رئیس اداره تولیدنیرو,1
345,رئیس اداره دبیرخانه و کارگزینی,1
346,رئیس اداره مهندسی لجستیک و بسته بندی,1
347,رئیس اداره پشتیبانی فنی سیستمهای مخابراتی,1
348,سرکارگر عملیات معدن,3
349,پرسکارارشد سرشیفت پرس,8
350,متصدی کتابخانه و آرشیو فنی,4
351,کارشناس ارشد حفاظت محیط زیست,2
352,معاون ارزی شعبه ممتاز ب,1
353,کارشناس توسعه و مونتاژسخت افزار,2
354,مسئول نگهداری و تعمیرات برق و ابزار دقیق تصفیه آب,3
355,معاون امور بازنشستگی,1
356,پرسکار ضربه ای وباری درجه 1,8
357,رئیس گروه بودجه سرمایه ای,1
358,متصدی مکانیکی سالن تولید,8
359,مسئول تعمیرات تاسیسات برقی,3
360,کارگر معدن کار,8
361,ناظر حمل و بارگیری,3
362,مکانیک ومقدمات بافندگی حوله,7
363,مکانیک ماشین الات تولیدی داخل سالن,7
364,کارشناس تاسیسات تونل,2
365,کارشناس مسئول طرحهای جامع شبکه انتقال,2
366,کارشناس تضمین کیفیت خودرویی,2
367,کارگررنگ زن سرپائی,7
368,کارگررنگرزی پشم ماشیندار وینچ,8
369,رئیس عملیات حفاری واستخراج معادن,1
370,رییس توسعه سیستمها ونرم افزارها,1
371,سرپرست جمعداری اموال,4
372,مسئول اداری و رابط عمومی گزینش,3
373,مسیول دفتر ارشد رسیدگی و پیگیری,3
374,رییس عملیات حفاری واستخراج معادن,1
375,کارشناس مسئول آبهای سطحی,2
376,مسئول شیفت مدارهای ماسه,3
377,کارگردستگاه کشش,8
378,کمک اپراتورومسیول برق بارگیرخانه,8
379,تاسیساتی حرارتی,7
380,تدریس درس شیمی,2
381,رئیس دفتر تحقیق و توسعه,1
382,مسیول دفتر معاونت خدمات,3
383,فروشنده مغازه لوازم یدکی اتومبیل,5
384,رییس دفتر تحقیق و توسعه,1
385,کارشناس مسئول خدمات اموزشی کارشناسی,2
386,کارشناس برنامه ریزی امور نمایشگاهها,2
387,پیچک بند,7
388,کمک اپراتور جرثقیل سطوح ناهموار,8
389,حمل وجابجایی بار,9
390,خدمتگزار ازمایشگاه,9
391,سرپرست شیفت استخراج,3
392,فالسکار اتوماتیک چولانی,8
393,متصدی دفتر مدیریت ماشین سازی,4
394,کارشناس پرستار بیمارستان,2
395,کارشناس امور فرهنگی دینی و ایثارگران,2
396,سرپرست گردگیریها,5
397,فورمن تعمیرات مکانیک جنبی وپاتیل و rh,3
398,فیتر درجه 3 ماشینکاری,7
399,فیتر درجه 4 ماشینکاری,7
400,مسئول بخش جمع آوری اطلاعات,3
401,کارمند دفتر بازرسی و نظارت,4
402,کارشناس حسابرسی شبکه و شرکتها,2
403,کارشناس مسئول نمونه سازی,2
404,مسئول نگهداری و پشتیبانی سیستمهای مخابراتی,3
405,مسئول تعمیرات شاسی و بدنه,3
406,اجربارکن,9
407,اپراتوردستگاه تزریقی,8
408,تکنسین سرویس الکترو موتور,7
409,ذیحساب سازمان مدیریت وبرنامه ریزی,1
410,رئس امور حسابرسی مالیاتی,1
411,رئیس اداره ارزیابی عملکرد وپاسخگویی به شکایات,1
412,رئیس اداره اعتبارات وتعهدات,1
413,رئیس اداره امور شعب درجه 2,1
414,رئیس گروه ارتباط با مشتری و پاسخگوئی به شکایات,1
415,سر کارگر سرویسکاری,7
416,سراستاد کار کانالسازی وکانالکشی,7
417,انباردار مواداولیه وتوزین,4
418,کمک اپراتور تولید گاز هیدروژن,8
419,تکنیسین تعمیرات خط لوله,7
420,تکنیسین شیفت گردش الکترولیت,3
421,راننده فنیشرسلیندری بتن,8
422,راننده وسائط نقلیه تندرو سنگین آتش نشانی,8
423,صندوقساز ارشد,7
424,سرپرست نجاری و تکمیل کاری,3
425,کفیل سرپرست تایرسازسواری,3
426,کمک اول اسیاهای تر,8
427,کارگرنظافتکارتهیه,9
428,رئیس دایره تجهیز منابع و بازاریابی,1
429,سرپرست روابط عمومی و خدمات اجتماعی,1
430,رییس گروه توسعه ورزش قهرمانی و حرفه ای,1
431,رییس گروه فنی تولید,1
432,نقاشی رنگ رویه پیستوله کاری رویه,7
433,مسئول سیستمهای حفاظتی,3
434,کارشناس امور سینمایی و سمعی و بصری,2
435,اپراتورآموزشی سرباره گیرکوره مبدل ذوب,8
436,راننده لودر ولیفتراک,8
437,راننده مسافرکش,8
438,راننده میکسرامورشهر,8
439,طراحی لباس و مد,2
440,مدیرتربیت بدنی,1
441,مدیریت تالار پذیرایی,1
442,مکانیک ماشینهای سنگین,7
443,کارشناس دفتر هماهنگی هیات های رسیدگی به تخلفات اداری,2
444,کاردان تامین و خرید قطعات,3
445,مسئول کارگاههای آهنگری و خشنکاری,3
446,کارگرخط تولید کارخانه فولاد,8
447,استادکارمکانیک کامل معدن,7
448,اپراتور دستگاه خشک کن تخمه و بادام زمینی,8
449,اپراتور دستگاه میکسر محصولات آرایشی,8
450,کنترلر خرید,4
451,باغبان درجه یک مرتبه,6
452,سایر متخصصان علوم پزشکی به جز پرستاری طبقه بندی نشده در جای دیگر,2
453,ستوانیار یکم نیروی زمینی,3
454,سرپرست مدیریت توسعه کسب و کار,1
455,سرپرست مقدمات مخمل,3
456,سرپرست مهمانداری,5
457,قندگیری,8
458,متصدی چاپ بطری,8
459,مسئول تعمیرات تجهیزات آتش نشانی,3
460,متصدی برش و صحافی,8
461,کارشناس خدمات اموزشی د.فنی ومهندسی,2
462,کارشناس حقوقی وارزیابی عملکرد,2
463,کارشناس مسیول کنترل کیفیت رنگ های خودرویی,2
464,کاردان تجهیزات کنترل و ابزار دقیق,3
465,کاردان بهبود عملیات,3
466,مکانیک درجه کوره وپیش گرمکن,7
467,اپراتور دستگاه سایز پرس کاغذ,8
468,بازرس فنی کنترل رنگ,3
469,بازرس کنترل کیفی فولادسازی,3
470,بازرس کنترل کیفی کالاهای ورودی,3
471,اپراتوراره,8
472,رنگکاردرجه یک,7
473,سرپرست تاسیسات فنی تعمیرگاه ها,3
474,رنگ ریزارشدماشین چاپ رنگی پارچه,8
475,رنگسازی رام,8
476,متصدی امور دفتری و ماشین نویس با نام,4
477,رییس گروه برنامه ریزی وبودجه,1
478,مسئول امور اداری ودفتری وبایگانی,3
479,مسئول امور عمومی کارکنان,3
480,مسئول امور مشارکت های اقتصادی,1
481,رئیس توسعه سیستمها ونرم افزارها,1
482,هماهنگی امور,4
483,هماهنگ کننده واردات و انبارها سبا,3
484,مسئول گروه ماشین آلات دوار,1
485,اداره سیر و حرکت اداره کل راه اهن خراسانمسئول امارحمل ونقل,3
486,تکنسین تراش وتعمیرغلطک نورد,7
487,ذیحساب اداره کل دادگستری استان,1
488,رییس گروه طرحهای اجرایی,1
489,فورمن برق تعمیرات شیفت,3
490,کارشناس اموزش فنی وحر,2
491,مونتاژکارارشدفنکوئل,8
492,مسئول دریافت لوازم عمومی,4
493,نوسازتعمیرکاروجوشکار,7
494,مسئول اداری خودروها,3
495,مسئول ساخت ساز,1
496,اپراتور ساخت حوله کاغذی,8
497,برقکار یخچال,7
498,کمک پست برق,8
499,تهویه مطبوع تکنسین تهویه,7
500,راننده تراکتور مرتبه,8
501,سرپرست اداره امور اداری دفتر تهران,1
502,رییس اداره نظارت و آزمایش و تحویل سیستمهای انتقال,1
503,سپرست کنترل شبکه,3
504,شاگرد رانندگی تریلی,9
505,ماشینکاری کمک فرزکار,7
506,کارشناس عملیات شبکه,2
507,متصدی تعمیرات ابزاردقیق,7
508,واحد ستاره دار اداره کل امورمالی واموال,4
509,مسئول کنترل ابزار دقیق سیستم های کنترل و ابزار دقیق محلی,3
510,کارشناس ارشد بودجه و کنترل هزینه های سرمایه ای,2
511,کارشناس ارتباطات واطلاعات,2
512,اداره امور ناوگان اداره کل راه اهن هرمزگان متصدی جرثقیل ریلی سیرج,8
513,متصدی کارگاه آهنگری وتعمیرواگنت,7
514,مسیول انبار ماشین و مونتاژ,4
515,ناخدا یکم,3
516,مسیول انبار مواد اولیه,4
517,کارگر فنی تعمیرکار تجهیزات مکانیک,7
518,اپراتورارشدتولیدگاز,8
519,اپراتورخطبرش ورق,8
520,راننده لودر واحد تولید,8
521,نمونه بردار و آماده ساز نمونه,3
522,کارشناس مسیول خدمات بازرگانی خارجی,2
523,فروشنده کاشی,5
524,سایر کارکنان پشتیبانی دفتری,4
525,متصدی خنک کن کوره,8
526,مراقبتکارشیفت عملیات پایپینگ,8
527,مسئول آبدارخانه کارمندان,9
528,مسئول ارتباطات,2
529,چوقا بافی بختیاری,7
530,کارشناس مسئول اموزش تعاون,2
531,برقکار مرتبه,7
532,برقکارسالن ریسندگی,7
533,رئیس گروه پیگیری و هماهنگی,1
534,رئیس پشتیبانی بازرگانی خارجی,1
535,رییس امور جنگلکاری و حفاظت,1
536,مامور شرکت سایپا خمین,4
537,علوفه فروشنده,5
538,کارشناس مسئول رسیدگی به شکایات بانام,2
539,کارشناس دانشکده علوم زمین,2
540,کارگر برش پشم شیشه,8
541,مکانیک ارشددرجه وتکمیل,7
542,کارشناس مسوول حراست,2
543,کارگر آزمایشگاه شکر,3
544,کنترلرارشدتولید,3
545,باطری ساز اتومبیل,7
546,اپراتور مکانیک فیلترهای خلاء,8
547,تعمیرکارتوربین گاز,7
548,برقکار سخت وزیان آور,7
549,اپراتور دستگاه تغلیظ کننده بچ گوجه فرنگی,8
550,اپراتوریست دستگاههای آبگیری,8
551,رییس کارگاه تعمیرات ذوب و دیزل,1
552,کارشناس امور دبیرخانه هیات عالی نظارت,2
553,کارشناس مرکز کنترل عملیات بندری,2
554,مهندس برق والکترونیک آزمایشگاه مرکزی,2
555,کارشناس پشتیبانی و منابع انسانی,2
556,کارشناس مدل و سیستم های مدیریتی,2
557,انباردار دارویی,4
558,انباردارکالای عمومی,4
559,کنترل کیفیت کارکشی,3
560,حفار وتعمیرکار دستگاههای حفاری,7
561,راننده ماشین شخصی,8
562,قائم مقام رئیس تحقیقات بازار,1
563,کارگربهربرداری وتولید,8
564,استاد کار نوسازی برق,7
565,کارگزاربیمه,3
566,جوشکارنوسازی,7
567,جوشکاری تعمیرکار,7
568,بونکرچی و انباردار سنگ شکن,8
569,سرپرست اداره برنامه ریزی و تضمین کیفیت,1
570,شاگرد آرایشگاه,5
571,شاگرد جلوبندی سازی,7
572,رییس اداره دبیرخانه و کارگزینی,1
573,کارشناس مسئول حقوقی قراردادها املاک و رسیدگی به شکایات,2
574,کارشناس مسئول بهره وری و ارزیابی عملکرد,2
575,مهندس تجهیزات واحد بسته بندی و بارگیری,2
576,کارگران انبار,9
577,حسابدار مسئول تعاون,2
578,حمل کننده نقل و حمل کننده تردبیار,9
579,عضو هیئت علمی کریمی,2
580,متصدی سیلو و توزین پودر,8
581,مسئول امور مشترکین و توزیع,4
582,کارشناس هماهنگی و نظارت بر مدارس مهارتی,2
583,صفحه زن شبکه,8
584,کارشناس مسئول بهره برداری از تاسیسات توزیع آب,2
585,پشتیبانی شبکه,3
586,کارشناس برنامه ریزی ساخت,2
587,مسئول فرآیند رنگ یک,3
588,کمک استادکارابکاری,7
589,برداشت پیاز و سیب زمینی,9
590,برشکاری سنگ نما,7
591,خرید فروش ضایعات,5
592,رئیس دایره نظارت بر امور ماشین نویسی,1
593,سرپرست شیشه شویی,5
594,کارمندارشدکارگزینی درجه 1,4
595,کارور ارشد ساخـت,8
596,معاون ذیحساب اداره کل زندانهای استان تهران,1
597,معاون فنی جهادکشاورزی شهرستان فومن,1
598,کارشناس مصاحبه و پاسخگوئی,2
599,مسیول دفتر مدیریت,3
600,کارشناس زمین شناسی عمقی,2
601,کارشناس روابط عمومی همطراز بانام,2
602,باغدارگردو,6
603,تعمیرکار کارکشی,7
604,رنگ زنی,7
605,سرپرست بیمه و سلامت,1
