id,title_norm,label_1
205,رئیس حوزه یک ج,1
206,رئیس دایره پیگیری امور ساختمانی,1
207,رییس اداره بهداشت و درمان,1
208,رییس اداره مهندسی فرآیندهای مونتاژ,1
209,کارشناس اداری,2
210,کارشناس مسئول نقل وانتقالات,2
211,کارشناس تنظیم صورت های مالی,2
212,کاردان مستندات تضمین کیفیت,3
213,کارشناس ارشد امور کارکنان,2
214,کارشناس مسئول هماهنگی های تعاونی ها,2
215,کارشناس سرویسهای تعمیراتی معاونت سرویسها,2
216,کارشناس صنایع دستی,2
217,کارگرماشین استنسرتکمیل,8
218,اداره ارتباطات وعلائم الکتریکی اداره کل راه اهن شمال معاون اداره,1
219,کمک سرپرست سالن رنگ ومخلوط کنی,3
220,کمک سرپرست لوله وپروفیل کارگرتولیدلوله وپروف,3
221,کمک متصدی باسکول,4
222,اپراتور ارشد سد اب بند و تصفیه خانه فیزیکی,8
223,کارگرساده کنترل قطعات,9
224,تعمیرکار تجهیزات الکتریکی اضطراری عملیات ثانویه,7
225,بازرس کنترل کیفیت,3
226,تکنسین شبکه مکانیک و هیدرولیک فولاد سازی,3
227,سراستادکارتراشکاری,7
228,سرپرست مغزی سازی,3
229,متصدی پخش وفروش,5
230,سنگزن وتمیزکارعملیات اولیه ماشینکار,8
231,کاردان ساخت تولید و کیفیت,3
232,نماینده کنترل ایمنی معدن,3
233,مسئول رستوران وسرویس کارکنان,1
234,مراقبتکارارشدسنگ شکن تغلیظ,8
235,کارشناس مسئول امور بازرسی,2
236,کاراموزمتصدی پرس کاغذهای باطله تکمیل کاغذ,8
237,کارگربسته بندی مرواریدپاکتی,9
238,کارمند فنی و مهندسی و تولید,3
239,کارگرتعمیرات ریخته گری,7
240,تعمیرکارلاستیک ماشین الات سنگین درجه معدن,7
241,تعمیرکارمرتبه برق فشارقوی,7
242,کمک مکانیک تغلیظ,7
243,تعمیرکارنقلیه,7
244,تمیز کردن منزل,9
245,تولید ــ فرزکار,7
246,جوشکاروکلافکارپایه سازی,7
247,بهداشتیار کار,3
248,رئیس ارزیابی عملکرد،توسعه بهره وری,1
249,سرپرست اداره ورزش آقایان,1
250,شاگردنجار آم دی اف کار,7
251,رئیس تولید اجزا و مجموعه سازی,1
252,مسئول دفتر قائم مقام اجرایی مدیر عامل,3
254,مدیر امور سهام,1
255,معاون در امور مطالعات و برنامه ریزی نیروی انسانی معاون مدیرکل م,1
256,کارشناس مصاحبه و ارزیابی,2
257,مشاور معاونت امور اقتصادی,2
258,معاون سرمایه های انسانی و سازماندهی,1
259,کارشناس ازمایشگاه خاکشناسی,2
260,کارشناس ایمنی و بهداشت ومحیط زیست,2
261,کارشناس روابط کار و بیمه بیکاری,2
262,اپراتور بسته بندی با دستگاه,8
263,اپراتور خط تولید بتن,8
264,اپراتور دستگاه اسپری لاستیک و تایر,8
265,کمک دوم آسیاهای تر,8
266,اپراتور سیلو,8
267,بافندگی کارگر بافنده,8
268,بتونه کار,7
269,رئیس اداره بهره برداری رایانه,1
270,تعمیرکارمکانیک ارشد,7
271,رئیس اداره مدیریت عملکرد و استعدادها,1
272,سرکارگر تست,3
273,سرکارگر تعمیرات مکانیک تجهیزات حمل و نقل,3
274,سرپرست اسیاب سنگ وسالن مواد,3
275,ماشین نویس انبار قطعات بخش برنامه ریزی تولید و کنترل,4
276,ماشینکاردرجهدومایعات بسته بندی مایعات,8
277,مدیر امور ماهیگیری ساحلی,1
278,کارگر تولید درجه2,8
279,کارشناس مسئول تولید,2
280,متصدی تدارکات انبار,4
281,کاردان انبار سطح 5,3
282,کارشناس امور حقوقی و قراردادها و املاک,2
283,متصدی امور پرسنلی و نگهبانی,4
284,مکانیک لوله,7
285,کارگرحمل ونقل رینگ,9
286,کارگرخدمات پلاستیک سازی,9
287,استادکارارشد حفاری,8
288,استادکاربناء رفاه,7
289,استادکارشور,7
290,اپراتور دستگاه شویدریز تن ماهی,8
291,اپراتور دستگاه نشاسته گیر سیب زمینی,8
292,کنترلرارشدمونتاژنهائی کارگاه کولرگازی,3
293,بازرس کنترل کیفیت فرایند,3
294,اپراتور مونیتورینگ,8
295,تکنسینمبدل,3
296,تکنسین آزمایشگاه زمین شناسی,3
297,تکنسین ارشد نوبتکاری نت ابزار دقیق,3
298,تکنسین اسکله سازی,3
299,تکنسین انبار مواد لاستیکی,3
400,مسئول کنترل موجودیهای جنسی,4
401,کارشناس ارتباطات ارشد,2
402,مسئول کارگاه نقاشی,3
403,کارشناس سنجش صلاحیت های حرفه ای و بالندگی حرفه ای,2
404,کارشناس سیستم کدگذاری انبار,2
405,کارشناس طراحی سیستم های شاسی تعلیق,2
406,کارگر رستوران,9
407,کارگرفینگل کار,8
408,ابزاردقیق کمک مکانیک ابزاردقیق,7
409,کارگر پشتیبانی خدماتی,9
410,کمک متصدی تصفیه شیمیایی اب ریکاوری,8
411,کمک مکانیک خودروسبک,7
412,اپراتور ارشد کوره ها,8
413,کارگرعملیاتی حرارتی,8
414,تعمیرکار آنتن رادیو و تلویزیون,7
415,کمک راننده ماشین الات مزروعی,8
416,کمک سرویس کار وسایل نقلیه موتوری جاده ای,7
417,تکنسین سه فنی,3
418,رئیس اداره آموزش و ترویج وتحقیقات,1
419,لوله کش برق درجه 1 مهندسی,7
420,متصدی نگهداری و نوسازی خطوط راه دور,7
421,متصدی پست برق واحدتا,8
422,مسئول تعمیرات برق پرس,3
423,کارمند امور اداری و مالی,4
424,کارمند برنامه ریزی و اجرای ممیزی,4
425,مسئول دبیرخانه پژوهش,4
426,کارشناس امورپرسنلی,2
427,کاردان مالی,3
428,مسئول سا ز ما ندهی و پا یش واحد های عملیا تی,1
429,مسئول دایره نامه رسانی,4
430,کارمند کنترل ترخیص مواد اولیه بخش برنامه ریزی تولید و کنترل,4
431,کارگرکوره وروغن زنی,8
432,اپراتور سیستمهای حفاظت والکترونیک,3
433,کمک مکانیک روتی,7
434,جوشکارواهنگر اطاقسازی مینی بوس,7
435,جوشکارولوله کش درجه یک,7
436,تحلیل گران سیستم های رایانه ای,2
437,تکنسین برق اتوماسیون و ابزار دقیق تصفیه آب,3
438,حسابدار لیسانسیه,2
439,مدیر رفاه و خدمات,1
440,عایق کار رطوبتی و آسفالت کار ابنیه,7
441,نوبتکار واحد الکل,8
442,کارشناس سنجش و ارزشیابی دوره سوادآموزی,2
443,کارشناس ارشدتولید مونتاژ,2
444,مشاور در حوزه مسائل مالیاتی,2
445,معاون فنی و عمرانی شهردار,1
446,کارشناس فروش و بازاریابی بخش فروش و بازاریابی,2
447,متصدی دستگاه پرس نئوپان,8
448,چوب بست کار ساختمان,7
449,معاون سرپرست فنی بافندگی,3
450,مدیر امور تعمیرات ابزار دقیق نیروگاه سیکل ترکیبی,1
451,متصدی دستگاه عایق کاری پلاستیکی,8
452,معاون فنی جهاد کشاورزی شهرستان گیلانغرب,1
453,کارشناس امور مالی اصلی,2
454,کارشناس ماشین جوش,2
455,کارگرپمپ چی تولید,8
456,مسئول دفتر منابع انسانی,3
457,اپراتور حمل و نقل ابکاری پلاستیک,8
458,اره تیزکن ر,7
459,کمک حفارومسئول واگن دریل,8
460,تکنسین مسوول تعمیرات باطری شارژر و تغذیه داخلی پست های فشارقوی انتقال و فوق توزیع,3
461,سرنگهبان شیفت,5
462,رانندگان خودروهای سواری تاکسی و وانت,8
463,سرپرست انبارها بخش برنامه ریزی تولید و کنترل,3
464,سرپرست برق ریخته گری,3
465,مسئول پرکنی استریل,8
466,متصدی تحقیقات و آزمایشگاه,3
467,کارگر تبدیل مواد,8
468,کارگر برقکار شیفت,7
469,کارشناس مسئول اداری و مالی,2
470,متصدی ایمنی و بهداشت و محیط زیست,3
471,کاردان امور شهری و روستایی,3
472,کارگر تخلیه گندم,9
473,کارگر انبار,9
474,استادکار کلاف,7
475,اپراتور دستگاه رنگرزی الیاف,8
476,اپراتور دستگاه لمینیت پلاستیکی,8
477,باغبان سرباز,6
478,بتن کارسانترنیوژ,7
479,اپراتور پرکنی و بسته بندی شربت قطره و سوسپانسیون,8
480,تعمیرکاراتوماسیون شبکه ارتباطات,7
481,تکنسین کنترل کیفیت ریخته گری ومدلسازی,3
482,تکنسین کنترل کیفیت مواد,3
483,تکنسین ارتباط ومخابرات,3
484,رنگسازدرجه,7
485,سرپرست بسته بندی,3
486,راننده جرثقیل هوایی امورمتالوژی,8
487,رنگ کار ا رنگ کاری,7
488,متصدی امور اداری بانام اداره رمز و حفاظت اسناد,4
489,مدیر مهندسی و برنامه ریزی فنی,1
490,مسئول دفتر بایگان و ماشین نویس قائم به شاغل,4
491,مسئول دفتر مدیر کل,3
492,کاردان ماشینکاری,3
493,مسئول آمار و خدمات دفتری,4
494,مسئول ایمنی بخش,3
495,کارمند ارشد تدارکات,4
496,کارشناس رسیدگی اسناد,2
497,اپراتور شیفت عملیات,8
498,برقکار روشنائی صنعتی,7
499,برقکار و تعمیرکار,7
500,اپراتور ارشد تصفیه خانه,8
501,جوشکارلوه کش درجه یک,7
502,جوشکارکاربیت مونتاژ,7
503,رئیس حوزه,1
504,رئیس خریدکاربری,1
505,شاگرد صافکار خودروهای سبک,7
506,سرپرست تعمیرات خودروهای صنعتی,3
507,مامور امور حفاظت وآتش نشانی,5
508,مدیر عرضه خدمات اینترنت,1
509,مدیر فروش تولیدات جانبی,1
510,کارمند سلامت و تفریحات سالم,3
511,کارمند نمایشگاه ها و تشریفات,3
512,کارشناس ارشد برنامه ریزی و فناوری اطلاعات,2
513,کارشناس حسابداری کارکنان دیون مطالبات,2
514,کاردان طرح ومهندسی شبکه انتقال,3
515,کاردان پژوهش تحلیل و توسعه عملکرد,3
516,مسئول فنی,2
517,کارشناس ارشد فناوری اطلاعات و ارتباطات,2
518,مسئول توسعه و نگهداری سامانه های نظارت تصویری,2
519,کارشناس ارشد تحقیق و نوآوری,2
520,معاون امور شهری,1
521,معاون تامین,1
522,کارشناس طراحی فیکسچر,2
523,کمک سرکارگرتولیدملامینها,3
524,تعمیرکار تجهیزات مکانیک گندله سازی پیشگیری,7
525,تعمیرکار تجهیزات مکانیکی جرثقیلهای سقفی نورد سرد اضطراری,7
526,کمک سرکارگر,3
527,تکنسین درجه نیروگاه,3
528,ذیحساب و مدیرکل امور مالی شرکت سهامی راه,1
529,رئیس اداره اعتبارات و تعهدات و درآمدها,1
530,سرشیفت تعمیرات جاری برق و فشار قوی و روشنائی,3
531,راننده وابکودرجه معدن,8
532,راننده وسائط نقلیه سبک حمل زباله,8
533,قایم مقام امور مالی,1
534,سرگروه جوشکاری و مونتاژدرب و ملحقات,7
535,متصدی ماهر کوره بخار,8
536,متصدی پست کیلوولت,8
537,مسئول تدارکاتخ انباروامو,3
538,مشاور در امور علمی و تحقیقاتی,2
539,کارشناس روانشناسی صنعتی,2
540,معاون فرماندار با نام,1
541,متصدی شستشو,9
542,کارشناس امور فرهنگی و فوق برنامه,2
543,مسیول اموردفتری,3
544,معاون سازمان کشوری,1
545,کارشناس مکانیک و خنک سازی,2
546,مدیر اعتبارات,1
547,کارشناس امار برنامه و بودجه,2
548,اپراتور بسته بندی محصولات,8
549,اپراتورعملیاتی کارخانه آزمایشی تغلیظ,8
550,اپراتور رنگرزی,8
551,بافنده بافندگی چک قدیم,7
552,رئیس اداره تربیت بدنی استان یا شهرستان,1
553,سرویسکارارشدمحصولات کارگاه ابسردکن,7
554,سرکارگر تغذیه دام,6
555,سرپرست بهداری و امور بیمه,3
556,مدیر امور اموزشی و فرهنگی,1
557,صندوق دار رستوران,5
558,کارگر تولید بسته بندی لنت,9
559,مکانیسین دیزل,7
560,کاردان امورفرهنگی وتشریفات,3
561,کارشناس مسئول گسترش شبکه های بهداشتی و درمانی,2
562,مسئول پیگیری امور تعاونی مسکن کارکنان,4
563,کارشناس مسئول فنی خودرو,2
564,کارگرخدماتی,9
565,استادکارجوشکارمعدن,7
566,اپراتور کوره القائی,8
567,تعمیرکار مکانیک نت گندله سازی,7
568,تعمیرکاران تجهیزات تهویه مطبوع و سرمایشی,7
569,تکنسین ارشد کارگاه نوسازی و مونتاژ,3
570,رتوشکار ارشد,7
571,ریخته گرنیمه ماهر,7
572,مدیر پشتیبانی عملیات فروش,1
573,کارشناس امور پردازش اطلاعات,2
574,مسئول شیفت تولید نایلون,3
575,کارشناس تاسیسات و تجهیزات روشناسی,2
576,کارشناس تجهیزات و ماشین آلات انبارها,2
577,موتورخانه تاسیسات برودتی,8
578,کارشناس پرستاری بخش کودکان,2
579,کارشناس پرورش وبهبودتولیدات طیوروزنبورعسل,2
580,کارگر عملیات بسته بندی بخش پلی استر,9
581,کارشناس مونتاژماشین,2
582,بسته بندی کنترل,9
583,کمک انباردار قطعات,4
584,اپراتور ارشد قالب ماشین شماره,8
585,اپراتور اسپری,8
586,کنترلرکیفیت آهنگری,3
587,برقکارماشین الات خودروها,7
588,تکنسین تعمیرات ابزار دقیق,3
589,سرپرست برنامه ریزی و پشتیبانی فروش,3
590,کارشناس سیستم اطفا حریق اتوماتیک,2
591,کارشناس اموردفتری,2
592,نماینده سازمان امورمالیاتی کشور درهیاتهای حل اختلاف مالیاتی,2
593,کارشناس مدیریت اجرایی,2
594,اپراتور اطو پرس,8
595,اپراتور تجهیزات بندری,8
596,اپراتور دستگاه آسیاب برنج,8
597,اپراتورمحلی کوره,8
598,اپراتور ساخت و تولید,8
599,اپراتور سنگ,8
600,بانکدار,4
601,تکنسین مهندسی پیشرانه,3
602,سرکارگر تولید,3
603,ماشینکارلات نامبرزنی مایعات,8
604,مدیر آموزش و ترویج,1
605,کارشناس حقوقی,2
606,کاربرکامپیوتر,4
607,مسئول امور دفتری و کارگزینی,3
608,کارشناس مسئول اموردارویی,2
609,مسئول خریدهای سی کی دی,3
610,کارشناس مسئول امار و اطلاع رسانی,2
611,مسئول خمیرسازی,8
612,کاردان اداری و دفتری ارشد,3
613,کارگرانبارکبریت,9
614,کارپرداز,4
615,کندن پای درختان گیلاس,9
616,کارگرتاسیسات,7
617,کارگرتراشکار,7
618,اپراتور ساخت مواد,8
619,برقکار روشنایی معابر,7
620,انباردار و برشکار و کنترلر,8
621,اواپراسیون,8
622,کمک متصدی کوره های ذوب,8
623,کمک مکانیک تعمیرگاه بنزینی,9
624,بهداشتیار و مددکار,3
625,رئیس اداره مهندسی کیفیت قوای محرکه وسیستمهای مکانیکی,1
626,مسئول برق وابزار دقیق گندله سازی,3
627,واحد ستاره دار عملیاتی اداره کل واگنهای باری معاون اداره در امور,1
628,کارشناس ارشد اداری رتبه سه,2
629,کارشناس نظارت و پیگیری قراردادهای توسعه شبکه,2
630,کارشناس نظارت بر طرحها خبره,2
631,معاون مدیرکل جذب و حمایت از سرمایه گذاری,1
632,کارشناس طراحی ابزار و تجهیزات تولیدی,2
633,کارگر حفاری زمین,9
634,کارگر خدمات نظافتچی سالن تولید,9
635,کارگر خدماتی انبار ازبست,9
636,اداره سیر و حرکت اداره کل راه اهن هرمزگان سرمانورچی گل گهر,8
637,اپراتور دستگاه بوجاری دانه های روغنی,8
638,کمک کارشناس عملیات فرودگاهی,3
639,دستگاه اسیاب,8
640,تعمیرکار عینک,7
641,سرپرست نوبتکارحمل ونقل داخلی,3
642,سرپرست کامپیوتر مالی,3
643,سرپرست کنترل کیفیت تکمیل,3
644,سرپرستار بخش nicu و post nicu,2
645,سرخط کنترل کیفیت و بسته بندی,3
646,مسئول بهداشت ایمنی و محیط زیست ایستگاه پمپاژ میعانات گازی عسلویه,2
647,سرپرست دفتر توسعه مدیریت و تحقیقات,1
648,زیگزاک دوز,8
649,متصدی خطتولیدو کارگاه بدنه سازی,8
650,متصدی دستگاه فیلتر پرس,8
651,متصدی آهنگری وجوشکاری,7
652,کارشناس مسئول تعمیرات توربوژنراتور,2
653,مهندس ابزار دقیق و اتوماسیون,2
654,کارشناس تکنولوژی اطلاعات it,2
655,مهندس ارشد نت برق آب و برق و بخار و آفسایت,2
656,مهندس ارزیاب پروسس محصول بخش تضمین کیفیت و کنترل,2
657,کارشناس مسئول روابط عمومی و رسیدگی به شکایات,2
658,متصدی ارشد انبار,4
659,کارشناس مسئول ثبت سفارشات وبیمه,2
660,پژوهشگر زبان دیگر,2
661,کارگراستادکاربهره برداری پستها,3
662,کارمند بازرگانی,4
663,گروه امور حقوقی رئیس گروه امور حقوقی,1
664,گروهبان سوم نیروی هوایی,3
665,امدادگر,3
666,انباردار خدمات اداری,4
667,حروف چینی لانیو تایپ یک,4
668,تکنسین ساخت شربت مایع,3
669,رییس اداره بازاریابی سازمانی,1
670,رییس اداره حفاظت اسنادی و تعیین صلاحیت,1
671,سرپرست طراحی سازه و بنا,1
672,زراعت کار,6
673,زراعت کار گندم و جو,6
674,عضو هیت علمیه,2
675,عضو هییت مدیره شرکت ستاره سفیران,1
676,غلطک زنی,8
677,سرپیشخدمت غیراز خدمتکار منزل,5
678,مسئول اموال و انبارها,4
679,کارپرداز تکمیل وبسته بندی,4
680,متصدی سنگ شکن,8
681,مدیر ازمایشگاه مرکزی وپژ,1
682,معاون دفتر امور سیاسی انتخابات و تقسیمات کشوری,1
683,معاون حفاظت اسناد و فناوری اطلاعات,1
684,کارشناس روابط عمومی وارتباطات,2
685,معاون سیاسی وزیر امورخارجه,1
686,کارشناس نظارت بر امور سرمایه گذاری و اشتغال روستاها,2
687,نوبتکار ارشد واحد دانه بندی کارخانه پلی اتیلن سبک خطی و بوتن یکlldpe,8
688,نصب کننده سقف کاذب,7
689,کارشناس زیر ساخت فاوا,2
690,نمونه بردار آزمایشگاه مکانیک,3
691,نگهبان کارخانه فولاد,5
692,کارشناس ناظر دندانپزشکی,2
693,کارشناس الکترونیک وابزاردقیق,2
694,کارشناس ارشد ممیزی انرژی,2
695,مسوول خدمات ورزشی و رفاه,3
696,کارگر آب کاری الکتریکی,8
697,کارگرنظافت محوطه وساختمان,9
698,بایگان اسناد مالی,4
699,تفاله خشک کنی,8
700,رئیس اداره تبلیغات و انتشارات,1
701,رئیس اداره حسابداری اداره حسابداری,1
702,رئیس کتابخانه مرکز اسناد و مدارک علمی و,1
703,رئیس برنامه ریزی و کنترل تولید,1
704,سرکارگرنمونه برداری,3
705,ماشین چی ته دوزی ماشین مارتینی شماره,8
706,ماشیندارکاردینگ,8
707,ماشینکارماستیک زنی,8
708,کاردان ازمایشگاه شناسایی وانتخاب مواد,3
709,کاردان فنی مکانیک,3
710,مکانیک ارشد بافندگی,7
711,مسئول دفتر پرستاری,1
712,کارشناسی بیمه,2
713,مونتاژکار چراغ,8
714,کارمند محیط زیست,3
715,کتابدار کتابخانه,2
