title_norm,label_1,level_2
متصدی امور ترابری زمینی,4,43.0
متصدی امور ترابری هوایی,4,43.0
متصدی امور ثبت ارجاع و پیگیری مکاتبات,4,41.0
متصدی امور ثبت و پیگیری,4,41.0
متصدی امور حرکت و ایستگاهها,4,41.0
متصدی امور حمل ونفل شهرستانها,4,43.0
متصدی امور خسارت,4,43.0
متصدی امور دبیرخانه و بایگانی دانشکده مکانیک,4,41.0
متصدی امور دفتری اللهه سلیمانیان,4,41.0
متصدی امور دفتری جوانان,4,41.0
متصدی امور دفتری دفتر وارده,4,41.0
متصدی امور دفتری عباس سپهری,4,41.0
متصدی امور دفتری فریبا اخوان شیشه,4,41.0
متصدی امور دفتری محمد زارع طوافی درگاه,4,41.0
متصدی امور دفتری مصطفی قربانی,4,41.0
متصدی امور دفتری معدن روباز,4,41.0
متصدی امور دفتری مهرداد صائمی,4,41.0
متصدی امور دفتری و آمار معدن زیرزمین,4,43.0
متصدی امور دفتری و بایگانی اسماعیل زکی,4,41.0
متصدی امور دفتری و بایگانی سید علی کاظم نژاد,4,41.0
متصدی امور دفتری و بایگانی عزیز مسعودی,4,41.0
متصدی امور دفتری و بایگانی علیرضا رستمی,4,41.0
متصدی امور دفتری و بایگانی غلامحسین هاتفی اردکانی,4,41.0
متصدی امور دفتری و بایگانی مجید نوری اصل قریبه,4,41.0
متصدی امور دفتری و بایگانی مهدی کربلائی حسن کفاش,4,41.0
متصدی امور دفتری و بایگانی کریم میرزایی موالو,4,41.0
متصدی امور دفتری و بیمه و حوادث,4,43.0
متصدی امور دفتری و تقسیم و ارجاع اوراق,4,41.0
متصدی امور دفتری و فرهنگی,4,41.0
متصدی امور دفتری و پشتیبانی امور فرهنگی بانام,4,41.0
متصدی امور دفتری و پیگیری تجهیزات پزشکی,4,43.0
متصدی امور دفتری و پیگیری تصویربرداری,4,41.0
متصدی امور دفتری کاظمی ابیازنی,4,41.0
متصدی امور دفتری یوسف عباسی,4,41.0
متصدی امور دفنری,4,41.0
متصدی امور دهستان ها و شوراها بانام,4,41.0
متصدی امور دهستانها و شوراها محمد خاوند,4,41.0
متصدی امور رهن,4,43.0
متصدی امور ساختمانی و امار موقوفات بانام,4,43.0
متصدی امور سجل قضائی و عفو و بخشودگی,4,44.0
متصدی امور سرمایه های انسانی حوزه,4,44.0
متصدی امور سهام,4,43.0
متصدی امور عمومی محرم پورحسن,4,41.0
متصدی امور مسافرت و اتباع بیگانه,4,42.0
متصدی امور نشریات,4,41.0
متصدی امور هماهنگی,4,41.0
متصدی امور هماهنگی بانام,4,41.0
متصدی امور پستیبانی,4,41.0
متصدی امور پیمانکاران,4,41.0
متصدی امور چک ها,4,43.0
متصدی امور کارکنان و حضور و غیاب,4,44.0
متصدی امورابلاغ,4,44.0
متصدی اموراجرائیات منطقه دو,4,44.0
متصدی اموراداری رئیس دایره درجه4 رتبه دو,4,41.0
متصدی اموراداری رئیس شعبه رزرودرجه رتبه دو,4,41.0
متصدی اموراداری رتبه یک,4,41.0
متصدی اموراداری ضمن انجام امور بایگانی,4,41.0
متصدی اموراداری ماشین الات,4,41.0
متصدی اموراداری مدیرامور,4,41.0
متصدی اموراداری نظام مهندسی,4,41.0
متصدی اموراداری همتراز بانکدار,4,41.0
متصدی اموراداری وکارگزینی,4,44.0
متصدی امورانبارداری,4,43.0
متصدی اموراوقافی,4,41.0
متصدی اموربانکی رئیس شعبه درجه3 رتبه یک,4,42.0
متصدی اموربانکی رئیس شعبه درجه4 رتبه یک,4,42.0
متصدی اموربانکی معاون دایره درجه1,4,42.0
متصدی اموربانکی همترازکارشناس خبره,4,42.0
متصدی اموربانکی پشت باجه,4,42.0
متصدی اموربخشداری,4,41.0
متصدی اموربندری,4,41.0
متصدی امورتعاون,4,41.0
متصدی امورتلرینگ,4,42.0
متصدی امورتلرینگ رتبه یک,4,42.0
متصدی امورتلرینگ معاون شعبه درجه3,4,42.0
متصدی اموردرآمد,4,43.0
متصدی اموردفتری xx,4,41.0
متصدی اموردفتری درجه 2,4,41.0
متصدی اموردفتری محرمانه,4,41.0
متصدی اموردفتری محمد زاهدی اصطهباناتی محمد زاهدی,4,41.0
متصدی اموردفتری ناصر امیری,4,41.0
متصدی اموردفتری هیاتها,4,41.0
متصدی اموردفتری و برنامه ریزی سرویس ماشین الات,4,41.0
متصدی اموردفتری و روابط عمومی بانام,4,42.0
متصدی اموردفتری وبایکانی,4,41.0
متصدی اموردفتری وبایگانی د.علوم دریایی,4,41.0
متصدی اموردفتری وبایگانی سرکنسولگری جاا کربلا,4,41.0
متصدی اموردفتری وبایگانی مدیریت شهرسازی,4,41.0
متصدی اموردفتری وواخواست,4,41.0
متصدی امورصندوقها,4,43.0
متصدی امورعمومی بهره برداری,4,41.0
متصدی امورعمومی حالت اشتغال,4,44.0
متصدی امورموظفین,4,44.0
متصدی امورکارگزینی,4,44.0
متصدی اموز دفتری,4,41.0
متصدی انبار تعاونی,4,43.0
متصدی انبار توزیع ابزار نرمال,4,43.0
متصدی انبار سالن,4,43.0
متصدی انبار سنگین,4,43.0
متصدی انبار شکر خام,4,43.0
متصدی انبار عمومی,4,43.0
متصدی انبار فرو آلیاژ,4,43.0
متصدی انبار فنی قطعات,4,43.0
متصدی انبار قرنطینه,4,43.0
متصدی انبار مازاد اسقاط و پروژه,4,43.0
متصدی انبار مصرفی روزکار,4,43.0
متصدی انبار ملزومات,4,43.0
متصدی انبار موقت کالا,4,43.0
متصدی انبار و اموال مهمانسرا,4,43.0
متصدی انبار و بایگانی اسناد,4,43.0
متصدی انبار و تدارکات تعمیرات نواحی و کابل و قرص مگنت,4,43.0
متصدی انبار و جابجائی قرقره های بین مراحل سالن تولید,4,43.0
متصدی انبار و کارشناس کالا,4,43.0
متصدی انبار واردات,4,43.0
متصدی انبار واردات کالا و پیگیری قطعات ترانزیت,4,43.0
متصدی انبار وو,4,43.0
متصدی انباراسکراب وضایعات,4,43.0
متصدی انباراقلام رفاهی,4,43.0
متصدی انبارباگاس,4,43.0
متصدی انبارباگاس خمیرسازی,4,43.0
متصدی انبارباگاس منطقه باگاس,4,43.0
متصدی انبارتدارکات,4,43.0
متصدی انبارتوتون,4,43.0
متصدی انباررنگ,4,43.0
متصدی انبارزنجان,4,43.0
متصدی انبارسوخت,4,43.0
متصدی انبارطرح وتوسعه,4,43.0
متصدی انبارظروف,4,43.0
متصدی انبارمسافری,4,43.0
متصدی انبارنسوز,4,43.0
متصدی انبارنمونه,4,43.0
متصدی انبارها روزکار,4,43.0
متصدی انبارهای اسکلت فلزی و عملیات حرارتی,4,43.0
متصدی انبارهای نفت خام,4,43.0
متصدی انبارهای گروه 2 انبارقطعات,4,43.0
متصدی انبارهای گروه انبارقطعات,4,43.0
متصدی انبارورق ولوله ومتعلقات,4,43.0
متصدی انباروکارگاه,4,43.0
متصدی انبارپتوبافی قراردادی,4,43.0
متصدی انبارکاغذتکمیل کاغذ,4,43.0
متصدی انبارکل,4,43.0
متصدی انبارکلاف,4,43.0
متصدی انتشار,4,44.0
متصدی انتقال اطلاعات به پایگاه اطلاعات,4,41.0
متصدی انتقال دارو,4,43.0
متصدی انتقال مدارک پزشکی,4,44.0
متصدی اوراق بهادار,4,43.0
متصدی اوزالید و بایگان,4,44.0
متصدی ایاب و ذهاب,4,41.0
متصدی اینترنت و تلکس,4,41.0
متصدی باجه و تجزیه و توزیع,4,42.0
متصدی بازبینی اوراق قضائی,4,44.0
متصدی بازبینی واحدها,4,44.0
متصدی بازبینی کالا و محصول,4,43.0
متصدی بازرسی کارتها,4,44.0
متصدی باسکول,4,43.0
متصدی باسکول درجه 2,4,43.0
متصدی باسکول موادخام,4,43.0
متصدی باسکول وکنترل کالا,4,43.0
متصدی باسکول چغندر,4,43.0
متصدی باسکول کارخانه آرد مریانج,4,43.0
متصدی بانک اطلاعات فنی کتابخانه,4,41.0
متصدی بانک اطلاعات و سفارشات,4,41.0
متصدی بانک رسالت,4,42.0
متصدی بایگان ونامه رسان,4,44.0
متصدی بایگانی,4,44.0
متصدی بایگانی اسناد پزشکی وآمار,4,44.0
متصدی بایگانی فنی و چاپ و تکثیر,4,44.0
متصدی بایگانی های امور مالی بخش امور مالی,4,44.0
متصدی بررسی تعرفه,4,44.0
متصدی بررسی نرخ,4,44.0
متصدی بررسی و تنظیم کلیومتراژ مامورین,4,43.0
متصدی بررسی و پیگیری تخلفات,4,44.0
متصدی برنامه ریزی و آمار,4,43.0
متصدی بروات,4,43.0
متصدی بودجه,4,43.0
متصدی بودجه وگزارشات,4,43.0
متصدی بیمه امانات پستی داخلی و خارجی,4,43.0
متصدی بیمه امور تجاری,4,43.0
متصدی بیمه بدنه اتومبیل,4,43.0
متصدی بیمه بیکاری,4,43.0
متصدی بیمه حوادث,4,43.0
متصدی بیمه رفاه و کارمند اداری,4,43.0
متصدی بیمه شخص ثالث,4,43.0
متصدی بیمه های اتکایی,4,43.0
متصدی بیمه های مهندسی انرژی,4,43.0
متصدی تامین قطعه,4,43.0
متصدی تامین مصالح وپرس ارک,4,43.0
متصدی تایپ,4,41.0
متصدی تایپ و امور دفتری ایثارگران,4,41.0
متصدی تایپ و امور دفتری معاونت اقتصادی و مالی,4,41.0
متصدی تایپ و امور دفتری معاونت سرمایه های انسانی و سازماندهی,4,41.0
متصدی تبادلات,4,43.0
متصدی تجزیه و مبادلات,4,43.0
متصدی تجزیهوتوزیع,4,43.0
متصدی تجزیهوثبت,4,43.0
متصدی تحقیق سوابق شاکیان,4,41.0
متصدی تحویل جنس به انبار,4,43.0
متصدی تحویل شکر,4,43.0
متصدی تحویل لاشه سردخانه,4,43.0
متصدی تحویل لعاب,4,43.0
متصدی تحویل و تحول قرقره ها سالن تولید,4,43.0
متصدی تحویل و تحول و کنترل فیزیکی,4,43.0
متصدی تحویل و تحول واحدهای مسکونی,4,43.0
متصدی تدارکات برداشت,4,43.0
متصدی تدارکات فلوتاسیون,4,43.0
متصدی تدارکات نسوز,4,43.0
متصدی تدارکات و اسلحه خانه,4,43.0
متصدی تدارکات وتغذیه رایگان,4,43.0
متصدی تدارکات چله پیچی,4,43.0
متصدی ترافیک,4,41.0
متصدی ترافیک باند فرودگاه,4,41.0
متصدی ترافیک حراست,4,41.0
متصدی ترافیک و حمل و نقل عمومی,4,41.0
متصدی ترخیص شیشه,4,43.0
متصدی ترخیص محصولات,4,43.0
متصدی ترخیص کالاوامورگمرکی,4,43.0
متصدی تسهیلات,4,43.0
متصدی تسویه,4,43.0
متصدی تسویه شناورها ترمینال دو,4,43.0
متصدی تشکیل پرونده وروابط عمومی برادران,4,44.0
متصدی تعرفه زنی خطوط,4,43.0
متصدی تعرفه زنی منطقه,4,43.0
متصدی تعویض پلاک خودرو,4,42.0
متصدی تعیین خلافی ماشین,4,41.0
متصدی تفکیک نامه ها,4,44.0
متصدی تقسیم کار,4,41.0
متصدی تلفن,4,42.0
متصدی تلفن راه دور,4,42.0
متصدی تلفن وبی سیم,4,42.0
متصدی تلفنخانه,4,42.0
متصدی تلکس و فاکس,4,41.0
متصدی تلکس وپیام,4,41.0
متصدی تلگراف و تلفن,4,42.0
متصدی تنخواه,4,43.0
متصدی تنخواه و حسابدار,4,43.0
متصدی تنخواه و کارپرداز,4,43.0
متصدی تنخواه گردان و ثبت دفاتر,4,43.0
متصدی تنظیم آگهی ها,4,41.0
متصدی تنظیم اسناد خرید وقراردادها,4,41.0
متصدی تنظیم اسناد فروش,4,41.0
متصدی تنظیم اسنادوکارپرداز,4,41.0
متصدی تنظیم سفارش و صورت حساب ها,4,43.0
متصدی تنظیم صورت وضعیت ها,4,41.0
متصدی تنظیم قراردادها,4,41.0
متصدی تنظیم نشریات,4,41.0
متصدی تنظیم نمرات وامورفارغ التحصیلان,4,41.0
متصدی تنظیم نمرات وپر,4,41.0
متصدی تنظیم نمرات وپرونده های تحصیلی وبایگانی,4,41.0
متصدی ته?ه آمار وگزارش تولید,4,43.0
متصدی تهیه,4,41.0
متصدی تهیه ابلاغ کمیسیون های تحویل موقت و قطعی,4,41.0
متصدی تهیه اقلام تولید,4,43.0
متصدی تهیه برنامه نیازهای تولید مواد,4,43.0
متصدی تهیه رونوشت,4,44.0
متصدی تهیه وتوزیع لوازم آموزشی,4,44.0
متصدی تهیه کارکردوپردازش ماهیانه,4,43.0
متصدی توزیع,4,44.0
متصدی توزیع ترانس سالن,4,44.0
متصدی توزیع ترانس واحدامورمالی وانبار,4,44.0
متصدی توزیع لوازم ایمنی,4,44.0
متصدی توزیع وتفکیک نامه ها,4,44.0
متصدی توزیع وتکثیرنامه ها,4,44.0
متصدی توزیع وتکثیروزیراکس,4,44.0
متصدی توزیع وسایل حفاظت فردی میدوک,4,44.0
متصدی توزیع کالا,4,44.0
متصدی توزین بلیط,4,43.0
متصدی توضیع وسایل حفاظت فردی,4,44.0
متصدی تک پنجره,4,42.0
متصدی تکثیر,4,44.0
متصدی تکثیر اوراق,4,44.0
متصدی تکثیر و نامه رسان,4,44.0
متصدی تکثیرواستنسیل کپی,4,44.0
متصدی تکثیروتوزیع نامه ها,4,44.0
متصدی تکثیروزیراکس,4,44.0
متصدی ثبت آمار خسارات,4,43.0
متصدی ثبت اطلاعات مواد تولیدی,4,43.0
متصدی ثبت اطلاعات کالاهای ورودی,4,43.0
متصدی ثبت امار,4,43.0
متصدی ثبت امداد وحوادث,4,41.0
متصدی ثبت درخواست,4,41.0
متصدی ثبت درخواست آب,4,42.0
متصدی ثبت دفاتر,4,43.0
متصدی ثبت دفتروبایگانی,4,43.0
متصدی ثبت فاز,4,41.0
متصدی ثبت محصولات,4,43.0
متصدی ثبت مستندات i.m.s,4,41.0
متصدی ثبت مکاتبات,4,41.0
متصدی ثبت نام تجاریوپلمپ دفاتر,4,41.0
متصدی ثبت نام مرکز کوتاه مدت,4,41.0
متصدی ثبت و تجزیه و ارسال مراسلات پستی,4,44.0
متصدی ثبت و کنترل مواد محصول و کالا,4,43.0
متصدی ثبت و کنترل موجودی انبار,4,43.0
متصدی ثبت و کنترل هزینه ها,4,43.0
متصدی ثبت وتجزیه,4,43.0
متصدی ثبت ورود خروج کشتی,4,41.0
متصدی ثبت ورود و خروج کالا ومحصول,4,43.0
متصدی ثبت وصدور سفارشات فولادسازی,4,43.0
متصدی ثبت وکنترل باسکول نگهبانی,4,43.0
متصدی ثبت پرونده های پرسنلی,4,44.0
متصدی ثبت کاردکس,4,41.0
متصدی جبران خرمت,4,43.0
متصدی جمع آوری اظهار نامه ها,4,44.0
متصدی جمع اوری و بررسی اطلاعات,4,41.0
متصدی جمع اوری وتجزیه,4,43.0
متصدی حریم و ثبتی,4,41.0
متصدی حساب جاری,4,43.0
متصدی حضور و غیاب پرسنلی,4,44.0
متصدی حضورغایب,4,44.0
متصدی حضوروغیاب,4,44.0
متصدی حضوروغیاب کارکنان,4,44.0
متصدی حفظ اوقات کار,4,44.0
متصدی حق کمیسیون,4,43.0
متصدی حقوق و دستمزد و تنخواه,4,43.0
متصدی حوزه,4,41.0
متصدی خدمات آموزشی و پشتیبانی,4,41.0
متصدی خدمات اداری اموردفتری,4,41.0
متصدی خدمات اداری مامور ابلاغ,4,44.0
متصدی خدمات اسنادی,4,41.0
متصدی خدمات دانشجویی,4,42.0
متصدی خدمات دفتری امارومنشیگری,4,43.0
متصدی خدمات دفتری بارگیرخانه ها,4,43.0
متصدی خدمات نقلیه استیجاری,4,42.0
متصدی خدمات نوسازی,4,41.0
متصدی خدمات و اموراجتماعی,4,42.0
متصدی خدمات وترابری,4,42.0
متصدی خدمات پروین محمدی مزوشی,4,41.0
متصدی خدمات پشتیبانی طرح گازرسانی,4,41.0
متصدی خدمات پیمانها,4,41.0
متصدی خرید,4,43.0
متصدی خرید و تدارکات,4,43.0
متصدی خرید و قرار دادها,4,43.0
متصدی خریدخارجی,4,43.0
متصدی خزانه,4,43.0
متصدی دارائیها و اموال,4,43.0
متصدی دایره ارز,4,43.0
متصدی دایره بروات,4,43.0
متصدی دایره دفترو بایگانی,4,41.0
متصدی دبرخانه و بایگانی مدارک پزشکی,4,41.0
متصدی دبیرخانه اطلاعات و بایگانی,4,41.0
متصدی دبیرخانه حفاظت اسناد و مدارک,4,41.0
متصدی دبیرخانه مرکز تحقیقات و تعلیمات حفاظت فنی و بهداشت کار,4,41.0
متصدی دبیرخانه معاونت تولید,4,41.0
متصدی دبیرخانه معاونت فنی و مهندسی,4,41.0
متصدی دبیرخانه معاونت مالی و اداری,4,41.0
متصدی دبیرخانه و ریزکامپیوترها بخش منابع انسانی,4,41.0
متصدی دبیرخانه کمیسون ماده,4,41.0
متصدی دبیرخانه کمیسیون پزشکی,4,41.0
متصدی درآمد,4,43.0
متصدی درآمد و نوسازی,4,43.0
متصدی درآمدسرمایه ای,4,43.0
متصدی درامد های عمومی,4,43.0
متصدی درامد و نوسازی واموراصناف,4,43.0
متصدی درامداداره اداری ومالی منطقه هشت,4,43.0
متصدی درامدهای مشترکین,4,43.0
متصدی درامدهای موسسات وابسته هماهنگی وپی,4,43.0
متصدی درخواست قطعات یدکی,4,43.0
متصدی دریافت,4,43.0
متصدی دریافت انبار,4,43.0
متصدی دریافت انتهای خط,4,43.0
متصدی دریافت اوراق ابلاغ,4,41.0
متصدی دریافت ملزومات و مواد بسته بندی کارگاه ویفر,4,43.0
متصدی دریافت و ارسال اقلام شیمیایی,4,43.0
متصدی دریافت و ارسال اقلام عمومی,4,43.0
متصدی دریافت و ارسال قطعات برق و ابزار دقیق,4,43.0
متصدی دریافت و ارسال قطعات ماشین آلات,4,43.0
متصدی دریافت و پخش,4,43.0
متصدی دریافت و کنترل تنخواه گردان,4,43.0
متصدی دریافت وارسال قطعات مکانیک,4,43.0
متصدی دریافت کالا انبار فنی,4,43.0
متصدی دستمزدها,4,43.0
متصدی دسته بندی مراسلات پست,4,44.0
متصدی دستگاه تکثیر,4,41.0
متصدی دستگاه تکثیروکپی,4,41.0
متصدی دستگاه ها و ماشینهای اداری,4,41.0
متصدی دستگاههای نقطه واگذاری,4,41.0
متصدی دفاتر املاک ورابط خدمات ماشینی,4,41.0
متصدی دفاتر بازداشتی و پاسخ به استعلامات,4,41.0
متصدی دفاتر کارکرد وبیمه xx,4,41.0
متصدی دفاتراملاک,4,41.0
متصدی دفاتراملاک وثبیت شرکتها,4,41.0
متصدی دفاترحسابداری,4,43.0
متصدی دفاتروبایگان پرونده زندانیان,4,41.0
متصدی دفاترکارکردوبیمه,4,41.0
متصدی دفتر اجرای پروژه ها,4,41.0
متصدی دفتر احیاء مستقیم,4,41.0
متصدی دفتر امور ایثارگران و شهداءو بسیج,4,41.0
متصدی دفتر برنامه ریزی و فنی پشتیبانی پروژه ها,4,41.0
متصدی دفتر تبلیغاتی,4,41.0
متصدی دفتر تعاملات منطقه ای,4,41.0
متصدی دفتر جذب,4,44.0
متصدی دفتر ذوب,4,41.0
متصدی دفتر ساماندهی و طبقه بندی مشاغل,4,44.0
متصدی دفتر فولادسازی,4,41.0
متصدی دفتر وجمع اوری وتوزیع وتفکیک البسه وملحفه,4,44.0
متصدی دفتر پست خرم اباد,4,44.0
متصدی دفتر کانورتینگ و اسپتیک,4,41.0
متصدی دفتر کشاورزی,4,41.0
متصدی دفتر کوتاز,4,41.0
متصدی دفتر گروه,4,41.0
متصدی دفتراعتبارات هزینه,4,43.0
متصدی دفتراملاک,4,43.0
متصدی دفتراندیکاتور,4,43.0
متصدی دفتربازرگانی,4,43.0
متصدی دفترتابل,4,41.0
متصدی دفترطرح و توسعه,4,41.0
متصدی دفترفنی خمیرسازی,4,41.0
متصدی دفترمدیریت ساخت قالب,4,41.0
متصدی دفترمدیریت ماشین سازی,4,41.0
متصدی دفترمرتبه,4,41.0
متصدی دفترمعین,4,41.0
متصدی دفترو بایگان مالی,4,44.0
متصدی دفتروانباردارنیرووانرژی,4,43.0
متصدی دفترکارگاه,4,41.0
متصدی دفترکوتاژ,4,41.0
متصدی دفتری آموزشگاه رانندگی,4,42.0
متصدی دفتری درجه 1,4,41.0
متصدی دفتری درجه 2,4,41.0
متصدی دپو,4,43.0
متصدی دپوی علائم الکتریکی,4,43.0
متصدی دیسپاچرکالا و ثبت اطلاعات,4,43.0
متصدی ذخیره سازی باگاس,4,43.0
متصدی ذخیره سازی گازمایع,4,43.0
متصدی رابط و تدارکات,4,43.0
متصدی رایانه,4,41.0
متصدی رایانه واحد سودای سنگین,4,41.0
متصدی ردهبندی مکاتبات اداری,4,44.0
متصدی ردیف اتوبوس,4,41.0
متصدی ردیف و تصادفات,4,41.0
متصدی رزروبرج پخت,4,41.0
متصدی رزرودستگاهها,4,41.0
متصدی رسیدگی,4,41.0
متصدی رسیدگی به امور ترابری,4,41.0
متصدی رسیدگی به خسارت و work shop,4,43.0
متصدی رسیدگی به مطالبات بیمه,4,43.0
متصدی رفاه,4,42.0
متصدی رفاه تولید,4,42.0
متصدی رفاه مددکاری وتربیت بدنی,4,42.0
متصدی رفاه و بهداشتیارکار,4,42.0
متصدی رفت و آمد و توقف هواپیماها,4,41.0
متصدی روابط صنعتی اکتشافات,4,44.0
متصدی روابط صنعتی و پیگیری مکاتبات اداری,4,41.0
متصدی روابط عمومی وانتشارات وامار,4,43.0
متصدی ریزکامپیوتر و آمار و گزارشات بخش دفتر تهران,4,43.0
متصدی زیراکس,4,41.0
متصدی ساعت های حضور و غیاب,4,43.0
متصدی سامانه نرم افزاری صدور کوپن غذا,4,41.0
متصدی سانترال,4,42.0
متصدی سجل کیفری و عفو و بخشودگی,4,44.0
متصدی سرشماری و کنترل و بازرسی,4,43.0
متصدی سرویس پاسخ گویی,4,42.0
متصدی سرویسهای پیمانکار,4,41.0
متصدی سفارش قطعات,4,43.0
متصدی سفارشات و مدارک فنی,4,43.0
متصدی سفارشات وبایگانی امورانبارها,4,43.0
متصدی سندرسی,4,44.0
متصدی سیستم فیش,4,43.0
متصدی سیستم نرم افزاری صدور ژتون و کاربررایانه,4,41.0
متصدی شعبه,4,41.0
متصدی شعبه آموزش,4,41.0
متصدی شعبه انبار,4,43.0
متصدی شعبه بایگانی,4,44.0
متصدی شعبه حسابداری,4,43.0
متصدی شعبه سفارشات,4,43.0
متصدی شماره گذاری اتومبیل,4,41.0
متصدی شناسایی و سفارشات ابزار,4,43.0
متصدی شناسایی و صدور کارت,4,41.0
متصدی شیفت انبار فنی و ملزومات,4,43.0
متصدی شیفت انبار قطعات یدکی,4,43.0
متصدی شیفت تحویل مواد,4,43.0
متصدی شیفت دفترتابل تولیدلوله,4,43.0
متصدی شیفت مرکز تلفن,4,42.0
متصدی شیفت پرسنل وظیفه,4,44.0
متصدی صادرات,4,43.0
متصدی صدور اسناد خزانه داری,4,43.0
متصدی صدور بیجک,4,43.0
متصدی صدور جواز ساختمان ها,4,42.0
متصدی صدور صورتحساب,4,43.0
متصدی صدور قبض,4,43.0
متصدی صدور پروانه ورود و خروج کالا در انبار,4,43.0
متصدی صدور چک و تحصیلدار,4,43.0
متصدی صدور چک و پرداختها,4,43.0
متصدی صدور چک و کمک غیر نقدی و ضمانتنامه ها,4,43.0
متصدی صدور کارت,4,41.0
متصدی صدور کارت شناسایی,4,41.0
متصدی صدور کارت عضویت وبلیط,4,42.0
متصدی صدور گذرنامه,4,41.0
متصدی صدور گواهی ساختمان,4,41.0
متصدی صدور گواهی محصول نهائی,4,41.0
متصدی صدور گواهی نامه رانندگی,4,41.0
متصدی صدور گواهینامه ها,4,41.0
متصدی صدوراجرائیه,4,41.0
متصدی صدوربابرنامه,4,41.0
متصدی صدوربارگیری,4,43.0
متصدی صدورحواله,4,43.0
متصدی صدورمعرفی نامه و امور بانکی,4,43.0
متصدی صدورپروانه,4,41.0
متصدی صدورچک و تامین اعتبار,4,43.0
متصدی صدورکارت شناسائی حراست,4,41.0
متصدی صنف,4,41.0
متصدی صورت برداری اموال,4,43.0
متصدی صورت برداری اموال بلاوارث صغار بلاصاحب غائبین,4,43.0
متصدی ضبط و تکثیر کاست,4,44.0
متصدی ضبط ویدیویی,4,44.0
متصدی ضمانت نامه های بانکی,4,43.0
متصدی عملیات ترانزیت,4,43.0
متصدی عمومی و رفاه,4,41.0
متصدی فتوکپی,4,44.0
متصدی فتوکپی ونامه رسان,4,44.0
متصدی فهرست برداری اسناد,4,41.0
متصدی فکس,4,44.0
متصدی قبول اشتراک تمبر,4,42.0
متصدی قبول مرسولات,4,42.0
متصدی قبول مشترک وتغییرات,4,42.0
متصدی قراردادهای داخلی و پیمانکاری,4,41.0
متصدی قرض الحسنه,4,43.0
متصدی قسمت بازنشستگی,4,41.0
متصدی قسمت حساب مرکز,4,43.0
متصدی قسمت زیراکس,4,44.0
متصدی قطعات,4,43.0
متصدی قیض انبار,4,43.0
متصدی لیست کردن آدرس ها,4,41.0
متصدی لیست کردن نامه ها,4,41.0
متصدی ماشین اوزالید,4,44.0
متصدی ماشین پلی کپی و زیراکس و فتوکپی,4,44.0
متصدی مالی وپولی بافندگی,4,43.0
متصدی مالیات برارث,4,43.0
متصدی مالیومالیپول بافندگی,4,43.0
متصدی مامور,4,41.0
متصدی مانشون,4,44.0
متصدی مبادله,4,43.0
متصدی متراژ,4,43.0
متصدی متراژشیفت برق دوزندگی,4,43.0
متصدی محاسبات کارت,4,43.0
متصدی محاسبه هزینه ها,4,43.0
متصدی مخابرات,4,42.0
متصدی مخابرات ابادی,4,42.0
