id,title_norm,label_1
52,سرپرست کنترل اقلام,3
53,متصدی چاپ و تکثیر با نام,4
54,متصدی کوره ذوب فولاد,8
55,کارشناس روان شناسی بالینی,2
56,متصدی دستگاه های پیچیدن الیاف نساجی,8
57,مشاور خدمات پس از فروش کالاهای پزشکی,3
58,کارشناس ارشد هیدرولیک,2
59,کارشناس مکانیک راه اندازی,2
60,چله گذار,8
61,مدیر امورحقوقی ودبیرخانه کمیسیون معاملات,1
62,کارشناس نت اتوماسیون,2
63,کنترلرمواد ریخته گیری,3
64,استادکارمونتاژتولید سالن,8
65,اپراتور پروفایلینگ,8
66,تعمیرکار چرخ خیاطی صنعتی,7
67,تکنسین نگهداری و تعمیرات مکانیک دستگاههای حفاری,3
68,رئیس اداره خدمات و تشریفات و امور کارکنان شرکتی,1
69,راننده کرین هوایی جرثقیل,8
70,سرپرست تعمیرات تجهیزات پستهای فشار قوی,3
71,راننده جرثقیل سقفی کارگاه ماشینکاری ماشین ومونتاژ,8
72,روغن کار ماشین آلات سنگین,7
73,متصدی بافندگی ضخیم,8
74,کارگر فنی نظافت صنعتی نورد گرم,9
75,مکانیک و تعمیر کار صنعتی و معدنی,7
76,کارشناس اجرایی حفاری,2
77,متصدی درجه 1 اوابراسیون,8
78,معاون اداره کل مدیریت بحران,1
79,مکانیکدرجه اموزشی ماشین الات سنگین معدن,7
80,کارشناس آموزش واحدهای تولیدی و پشتیبانی,2
81,کارگر مونتاژوساخت,8
82,کارگر تولید بخش مهندسی,8
83,اموردفتری فنی,4
84,کمک تکنیسین دامپزشکی,3
85,اپراتورتولیدگچ,8
86,تکنسین ارشد نوبتکار مکانیک,3
87,اپراتورذوب,8
88,اپراتورسیم تابی,8
89,اپراتور کارتونینگ,8
90,تعمیرکاردرجه دوباره سازی,7
91,رئیس اداره راهبرد حقوق و مزایا,1
92,سرپرست تعمیرات مکانیکی تعمیرات بخاروبازیابی,3
93,سرگروه بسته بندی محصولات,9
94,سرگروه کنترل کیفیت ظاهری محصول,3
95,سنگزن وتمیزکار کارگاه تجهیزات وماشین آلات ماشین ومونتاژ,7
96,متصدی کنترل مرغوبیت,3
97,نظافت چی بخش,9
98,مکانیک دستگاههای تولیدی,7
99,کارشناس تولید قطعات,2
100,معاون توسعه سرمایه های انسانی,1
101,کارشناس جوشکاری نقره,2
102,کارشناس تعمیرات مکانیک سیستم شارژ و آب و دود,2
103,کارمند کنترل زمان,4
104,کارشناس طراحی اکسل,2
105,کارگر نظافتچی رینگ ریسندگی,9
106,کمک طراح مکانیک,3
107,کمک متصدی خنثی سازی,8
108,اپراتوردستگاه تولیدبتن وپیور,8
109,تعمیرکار تجهیزات سیستمهای هیدرولیک واحد تعمیرات نورد نهائی,7
110,تعمیرکار تجهیزات مکانیک واحد ریخته گری,7
111,تکنسین دیسپاچینگ,3
112,رئیس آزمایشگاه کنترل مواد اولیه,1
113,رئیس اداره امور مالی کارشناس,1
114,معاون ذیحساب اداره کل امور مالیاتی,1
115,نظافتچی تکمیل کاغذ,9
116,مشاور هماهنگی ونظارت,2
117,کارگرمونتاژموتورماشین شاپ,8
118,اداره کل راه اهن شمال کارشناس برنامه ریزی و هماهنگی,2
119,استاد نقاش ساختمان,7
120,اپراتوررنگرزی ف,8
121,اپراتورقیچی ورق,8
122,کمک دوزنده تکمیل,8
123,تکنسین مشاور تکنسین مخابرات و ارتباطات,3
124,رئیس اداره برنامه ریزی و کنترل اقلام غیر تولیدی,1
125,تعمیرکاردرجه برق صنعتی معدن,7
126,رئیس اداره تولیدات گیاهی و دامی کارشناس,1
127,رئیس مهندسی صنعتی تولید,1
128,رئیس نت بسته بندی,1
129,رئیس پیشتاز,1
130,سرشیفت کارخانه,3
131,سرمکانیک اکسترودر,7
132,سرکارگر بسته بندی و طاقه پیچ,3
133,سرپرست الکترومکانیک,3
134,ماشینکار مایعات خوراکی,8
135,مدیر تامین خارجی قطعات,1
136,صافکاری,7
137,صندوق دار اجتماعی,5
138,کارگر تولید کوره های نورد سنگین,8
139,کارگر بسته بندی تولید پودر,9
140,کارشناس مسیول کنترل در آمد,2
141,مسئول تعمیرات اساسی تاسیسات وخطوط,3
142,کارگر برقکار بهره برداری,7
143,کارگر بخار دیگ بخار,8
144,اپراتور دستگاه پرکن شش نازله پنوماتیک روغن,8
145,کارشناس ارشد فرمولاسیون دارویی,2
146,کارمند تولید سایت جنوبی,4
147,معاون توسعه کارآفرینی و اشتغال وزیر تعاون کار و رفاه اجتماعی,1
148,کاردان قراردادهای بهره برداری و عمومی,3
149,کارمند تولید bm,4
150,مسئول حسابداری امور بانکی و خزانه مالی,1
151,کاردان ماشینهای الکتریکی,3
152,کارشناس سمعی و بصری,2
153,کمک سرپرست تولیدبرشکاری,3
154,اپراتور آب مقطر,8
155,اپراتور ارشد بشکه پرکنی و بارگیری محصولات جانبی,8
156,تعمیرکار تجهیزات مکانیک جنبی احیاءمستقیم,7
157,جوشکار در وپنجره,7
158,سرشیفت تکمیل تر,3
159,سرپرست مهندسی تولید ریخته گری,3
160,سرپرست اداره حسابداری خریدهای خارجی,1
161,کارشناس و حسابدار امین اموال,2
162,واحد ستاره دار ادارکل سیر و حرکت کارشناس مسئول امور سیر و حرکت,2
163,کاردان اداری ومنابع انسانی,3
164,متصدی حلاجی ضایعات,8
165,اداره منابع انسانی و رفاه اداره کل راه اهن تهران کارشناس امور رفا,2
166,کمک کارشناس امور شهری روستایی و شوراها,3
167,کارشناس رسمی دادگستری,2
168,کارشناس ساخت تولید و کیفیت,2
169,کارگرتعمیرات داخل سالن,7
170,کاشت وداشت وبرداشت محصول,6
171,برقکارمرتبه فشارقوی,7
172,بنای ارشد آجرکاروسنگ کار,7
173,جوشکارکاربیت کارگاه کوئلسازی کندانسورسازی,7
174,رئیس اداره نصب و مونتاژ تاسیسات الکتریکی,1
175,رئیس اداره نظارت بر واحدهای حقوقی سازمان,1
176,رئیس اداره نقدینگی وپرداخت,1
177,رئیس اداره پشتیبانی امور رایانه ای,1
178,رئیس اداره کارگزینی اعضای هیات علمی,1
179,تکنسین برق و ابزار دقیق احیاء مستقیم,3
180,تکنسین برق وابزار دقیق,3
181,راننده اسنپ و تب سی,8
182,سرپرست آزمایشگاههای مکانیک ومتالوژی,1
183,رئیس مرکز نگهداری و پشتیبانی سیستم های انتقال,1
184,شاموت کار نسوز چین,7
185,کارگر تولید کولر,8
186,کارگر تصفیه,8
187,کارشناس مسئول امور مشترکین,2
188,متصدی تجزیه وتوزیع,4
189,کارگر باغ پسته,9
190,کارگرتولیدکارخانه موکت,8
191,کارگر بخش منابع انسانی,9
192,کارگرخشاب زن بافندگی,9
193,اپراتور دستگاه خط زن چوب,8
194,اپراتور دستگاه لایه دوزی,8
195,اپراتور دستگاه چاپ کاشی و سرامیک,8
196,کنترلرارشد تولید ومواد,3
197,استادکارمکانیک تعمیرات دستگاههای پالایش نفت,7
198,اپراتور پیش گرم کن و خشک کن عمودی پاتیل,8
199,اپراتوربسته بندی دارویی,8
200,تکنسین نگهداری وتعمیرات برق ذوب فولاد سازی,3
201,رئیس اداره ساخت قطعات پرسی,1
202,رتوشکار رنگ,7
203,روغن وگریس زن بافندگی چک قدیم,8
204,سرپرست تحقیقات بازار,1
205,راننده جرثقیل ریلی زنجیری و سقفی جرثقیل کش,8
206,روده پاک کن دستی,7
207,متصدی امور خوابگاهها,5
208,فرمن یک تهیه کرم پودربهداشتی ارایشی,3
209,کارمند دفتر تابل و بیمه,4
210,کارمند دفتری ایمنی،بهداشت و محیط زیست,4
211,مخلوط کن,8
212,کارشناس حفاظت محیط زیست,2
213,معاون امور اداری اداره کل امور اداری و مالی,1
214,کارشناس طراحی و اجرای پروژه های ناحیه فولادسازی,2
215,کارگرقسمت انبار سالن,9
216,کارگرمتخصص تعمیرات روشنایی وباطری خانه,7
217,کمک سرکارگرترموزول رنگرزی,3
218,کمک ماشین چی افست رتاسیون درجه 1,8
219,کارگرساده سخت وزیان آور,9
220,کارگرعمومی,9
221,اپراتوردستگاه بالانس,8
222,اپراتوردستگاه میکسروموادسازی,8
223,اپراتورچاپ ف,8
224,اپراتورچیپربزرگ,8
225,استادکار منکو رنگرزی و تکمیل,7
226,تکنسین اطاق دیتکس استر,3
227,تکنسین برنامه ریزی وکنترل تعمیرات pm,3
228,رییس گروه کارشناسان حقوق و دستمزد,1
229,سرپرست کل سنگ زنی وتیزکاری,1
230,سراستادکار ارشد اهنکاری ومونتاژ,7
231,فورمن برش اره,3
232,سرشیفت تولید ساخت تایر pc,3
233,کارمند ارشد حقوق و دستمزد,4
234,کارگر ازمایش نخ,8
235,رئیس اداره آموزشهای تخصصی و مدیریتی,1
236,کارشناس مسئول امتحانات و منابع آموزشی,2
237,کاردان دریافت و تحویل ارشد,4
238,مهندس نت نوبتکاری ابزاردقیق,2
239,مکانیسین کامپوننتهای مکانیکی و هیدرولیکی سطح 5,7
240,کارشناس مسئول امور هیات امناء,2
241,کارشناسالکترونیک هواپیمایی,2
242,کارشناس مسئول امور تعاون,2
243,کارگر ساده باغبانی,9
244,کارگرگل زنی,9
245,اپراتور ماشین بافت چتایی,8
246,تکنسین برق اکسیژن وکمپرسورخانه,3
247,رئیس گروه نظارت بر خطوط ارتباطی,1
248,رانند ه اتومبیل,8
249,سرپرست آزمایشگاه میکروبیولوژی و بیولوژی,1
250,سرپرست اداره تامین اقلام تدارکاتی و ملزومات تولیدی,1
251,مامور اداره پلیس,5
252,سرپرست تولید پرداخت,3
253,مدیر دفتر ساخت داخل,1
254,مدیر فنی و برنامه ریزی,1
255,کارگر سنگزن و سند بلاست,7
256,مهندس امورفنی تولید فولاد,2
257,کارشناس امور دبیرخانه و اسناد,2
258,کارشناس پرورش و بهبود تولیدات طیور و زنبور ع,2
259,کارشناس برنامه ریزی فرهنگی,2
260,مهندس برنامه ریزی تعمیرات روتین پیشگیری و اتفاقی,2
261,کارشناس تحقیقات شیلات,2
262,کارشناس امور پژوهش,2
263,کارگرخدمات فنی ومهندسی,7
264,بنا و ساخت و ساز,7
265,کنترلرفنی ابزار,3
266,تکنیسین ارشد تغلیظ,3
267,تکنیسین شبکه وسخت افزار,3
268,رئیس تحقیق و توسعه بازاریابی,1
269,راننده تانکرسیارگازمایع,8
270,رییس تعمیرات ونگهداری تاسیسات,1
271,رییس توسعه محصول,1
272,مدیرخدمات پرستاری,1
273,رییس اداره تعمیرات توربین ژنراتور و هیترها,1
274,معاونت دانشگاه,1
275,مهندس ارشد تعمیرات برق و ابزار دقیق بخش پلی استر,2
276,کارشناس مسئول تاسیسات بانام,2
277,منشی مدیر دفتر تهران,4
278,کمک اپراتورتهیه وپرکنی کپسول,8
279,اشپزی با مایکروویو,5
280,گریسکاردرجه معدن,8
281,برق کارخانه برقکارکارخانه,7
282,رئیس تعمیرات و نگهداری الکترونیک و ابزار دقیق,1
283,فرمانده کشتی باری,3
284,متصدی شیفت انبار,4
285,مسئول اموراجتماعی,2
286,کاردان گشت و بازرسی مینی بوسرانی,3
287,کارشناس تعمیرات موتور apu,2
288,کارشناس آهک و حمل مواد,2
289,ناخدا کشتی تفریحی,3
290,متصدی دستگاه آب نبات سازی,8
291,کارشناس مسئول شبکه های آبیاری و سدهای تنظیمی,2
292,آزمایش کننده لوله و پلیسه پرداخت لوله های فلزی,8
293,تابلوفرشباف دستی,7
294,تکنسین آنالایزرها,3
295,تکنسین ارشد تعمیرات برق واحدهای تولیدی,3
296,خیاط کفش چرمی,7
297,تعمیرکار تاسیسات ومکانیک سطح 3,7
298,رئیس درمانگاه و خدمات پزشکی,1
299,متصدی دستگاه پوشال ریز,8
300,رئیس تعمیرات ونگهداری تاسیسات,1
301,رئیس توسعه محصول,1
302,کارور پشتیبانی تولید ارشد,3
303,کارشناس ستاد خبری,2
304,چله پیچ دستی,7
305,کارشناس مطالعات کاربری اراضی,2
306,کارشناس امورکار و اشتغال,2
307,کارشناس امار و خدمات رایانه,2
308,نظافتچی سالن تولید,9
309,معاون رئیس جمهور,1
310,کارشناس مهندسی شیمی فرایند,2
311,نماینده بخش,3
312,کارشناس معماری فنی و مهندسی,2
313,کارشناس بازار یابی,2
314,اداره کل راه آهن فارس کارشناس مسئول حقوق,2
315,ازمایشگرتولید,3
316,اپراتور درجه 2 خودکار,8
317,استاد کار رادیاتور سازی,7
318,کمک برقی کمک برقکار,7
319,تکنسین ناظر ساختمانی,3
320,بایگان فنی مهندسی,4
321,رئیس اداره تحصیلات تکمیلی,1
322,دورگیر زیره وکفی,8
323,دکل بند,7
324,رئیس اداره خدمات و پشتیبانی فنی,1
325,سرمکانیک تعمیرات نورد,3
326,راننده کامیون تنی,8
327,سرکارگرگروه جوشکار,3
328,سرپرست ارشدتعمیرات ماشین کاغذوتهیه مواد,3
329,ماشینکار درجه 4,7
330,سرپرست انبارآزبست,3
331,سرپرست برق و مخابرات و ابزار دقیق,3
332,کارشناس مسیول آزمایشگاههای فولادسازی یک ودو,2
333,کارشناس مسیول فروش فنیشرکت های بزرگ و تجاری,2
334,کارشناس خبره خدمات بانکی رتبه یک,2
335,کارگر انبار درجه1,9
336,کارشناس مسیول نگهداری و تعمیرات مراکز تلفن,2
337,استادکاربرقکاری,7
338,اپراتور دستگاه پولیشر سه موتوره فرش و موکت,8
339,کنترلروخطتولیدبافندگی بافندگی,8
340,کنترلرکیفیت ریخت,3
341,استادکاررنگسازچاپ غلطکی,7
342,بازرس فنی کنترل کیفی ریخته گری,3
343,بازرس کنترل کیفی فرآیندتولید,3
344,تعمیرکار مکانیک آبرسانی فولادسازی دو,7
345,برشکار فلز,7
346,تکنسین آزمایشگاه داروشناسی,3
347,تکنسین استریلیزاسیون,3
348,خرید و فروش خودرو,5
349,سرگروه خط رنگ,3
350,سرپرست سالن تولید و حاضری,3
351,سرپرست شبکه کامپیوتری,3
352,مدیر واحد بسته بندی و کنترل نهائی,1
353,مسئول تیم امورترمینال سرکشیک,3
354,لوله کش تاسیسات,7
355,معاون ارزیاب,3
356,کاردان فنی ارشد ماشینکار,3
357,معاون اصلاح وتربیت,1
358,کاردان ناظر خدمات فنی,3
359,معاون توسعه مدیریت و منابع اداره کل راه اهن اراک کارشناس مسئول بر,1
360,کاردان نظارت و پشتیبانی شبکه انتقال,3
361,مسئول حسابداری انبارهای پشتیبانی,3
362,مسئول فنی فرآورده های دارویی مایع خوراکی و نیمه جامد و فرآورده های طبیعی سنتی و مکمل ها,2
363,کارگر راننده برقکار,7
364,کمک سرپرست گچسازی,7
365,کمک متصدی بطری شوی,9
366,اتوکار,8
367,تکنسین فرآیند آب فولادسازی,3
368,تکنسین قطعات یدکی نورد سنگین,3
369,رئیس اداره بازرسی امور اداری و مالی,1
370,رئیس گروه بررسیها,1
371,قالبگیری,7
372,کاردان ارشدبرنامه ریزی وکنترل,3
373,معاون هزینه ای,1
374,کارشناس بازرگانی تدارکات و قراردادها,2
375,کارشناس ارشد قالب سازی,2
376,کارشناس نظارت و اعتبار بخشی,2
377,کارگر ساده جدول کشی خیابان,9
378,اداره امور ناوگان اداره کل راه اهن تهران مسئول امور جرثقیل ریلی,3
379,اداره سیر و حرکت اداره کل راه اهن شمال رئیس قطار باری,3
380,کمک کارشناس برنامه ریزی اموزشی,3
381,کمک کارشناس منابع طبیعی,3
382,کنترل اکسترودر,8
383,استادکار نجاری,7
384,تکنسین برنامه ریزی و کنترل نگهداری و تعمیرات نورد گرم,3
385,رئیس مطالعات و ارزیابی طرح ها,1
387,سرپرست پشتیبانی تجهیزات نت,3
388,سرپرست کارگاه تاسیسات,3
389,سرپرست گروه مکانیک,3
390,فورمن اتوماسیون آزمایشگاه ابزاردقیق,3
391,مسئول بررسی های اقتصادی طرح های سرمایه گذاری,2
392,کارمند برنامه ریزی رستوران,4
393,کارشناس حفاظت کار,2
394,کارمند اداری سنجش,4
395,مهندس عملیات حرارتی,2
396,کاردان مالی و اقتصادی,3
397,کاردان صنایع غذایی,3
398,کارشناس یک نمونه برداری کارخانجات,2
399,کوره پخت,8
400,کارگربنائی بنادرجه کوره,7
401,کارگربوبین اور بافندگی,8
402,کافه چی,5
403,تعمیرکارماشینهای کشاورزی,7
404,تهیه کننده نرم افزار,2
405,توزین کار مرتبه دو بخش,4
406,تحلیل گر سیستم های جغرافیایی,2
407,راعتکار,6
408,سرپرست اداره توسعه سیستمها و نرم افزارها,1
409,رییس اداره بهینه سازی خطوط کانوایر,1
410,سرپرست تعمیرات برق فلزی وسازه,3
411,مدیر دفتر هیئت مدیره و مدیر عامل و روابط عمومی,1
412,کارشناس پشتیبانی سیستمهای نرم افزاری,2
413,کارشناس مسئول ارزیابی و ارتقاء شبکه,2
414,کارشناس امور دانشجویان بین الملل,2
415,کارشناس امور قران وعترت ع,2
416,مسئول سیستمهای اطلاعاتی,2
417,مسئول شیفت آب و فاضلاب,3
418,آتش نشانی شهر دشتی,5
419,اپراتور پلاستیک سازی,8
420,بسته بند سنگ سمباده,9
421,بنگاه دار ملکی,3
422,بهره برداری پودر کفشویی کارگر,8
423,اپراتورتهیهیک مایعات,8
424,تکنسین تعمیرات سازه ساختمانی و بهینه سازی,3
425,راننده وسایط نقلیه کارگاهی,8
426,راننده پاتیل کش,8
427,مدیرفروش مناطق,1
428,مدیریت انبارها کنترل موجودی وسفارشات,1
429,مدیر دفتر هییت مدیره و مدیر عامل و روابط عمومی,1
430,کارگر کوتینگ,8
431,کارشناس مسئول تغذیه،بهداشت وتنظیم خانواده,2
432,منشی و کارمند دفتری بخش امور مالی,4
433,کارشناس مسئول خدمات دانشجویی د.تغذیه,2
434,کارشناس برنامه ریزی تامین و تدارکات,2
435,حسابدار ارشد بیمه و مالیات,2
436,تکنسین درجه برق,3
437,سرپرست عملیات تسطیح اراضی,3
438,فرماندار شهرستان خرامه بانام جانباز,1
439,متصدی دستگاه کنترل مرکزی تولید فلزات,3
440,مسئول امور ایمنی و بهداشت و محیط,2
441,کارشناس مسئول فرایندهای ورزش قهرمانی,2
442,کارشناس تحلیل کسب و کار,2
443,مسئول شیفت انتظامات وآتش نشانی,5
444,کارگر نوار بری ریخته گری,8
445,اپراتورارشدماشین ابزار,7
446,تکنسین آزمایشگاه تجهیزات برقی,3
447,دبیرشاغل درپست کارشناس درسی و تربیتی,2
448,رییس قسمت عملیات اجرایی ساختمان,1
449,سرپرست دستگاه چاپ مجله,3
450,سایر کارکنان ارائه خدمات شخصی,5
451,مسئول فنی فراورده های دارویی مایع خوراکی و نیمه جامد و فراورده های طبیعی سنتی و مکمل ها,2
452,مسیول حسابداری انبارهای پشتیبانی,2
453,مسئول ارتباط با رسانه ها,2
454,کارمنددفتر دار,4
455,معاون رئیس برنامه ریزی و کنترل تولید,1
456,کارگرپاکسازی ونظافت محوطه امورشهر,9
457,اپراتور درجه 3 قرقره پیچی,8
458,استادماشین چاپ روتاری,7
459,اپراتور دستگاه کد زنی قطعات تولید,8
460,سرپرست موسسه فرهنگی ورزشی آبفای استانی,1
461,سرپرست آنالیز محصولات استریل,3
462,معاون مدیریت برنامه بودجه و تشکیلات,1
463,کارشناس نظارت و راهبری مقیم نیشابور,2
464,معاون مدیرکل دفتر امور انتظامی,1
465,معاون کتابخانه,1
466,کارشناس نظارت و راهبری خدمات اورژانس مبتنی بر جامعه,2
467,مسوول فناوری اطلاعات,2
468,اپراتور دستگاه بسته بندی سلفونی ادویه,8
469,کارگر کنترل و بسته بندی,9
470,کمک مکانیک ماشینهای ساختمانی ومعدنی,7
471,اپراتورکنترل کیفی درآزمایشگاه,3
472,دیوارچینی و سیمان کار,7
473,تکنیسین,3
474,رییس کنترل تولید و ضایعات,1
475,سرپرست کوره لعاب,3
476,قائم مقام معاونت کیفیت در حوزه قطعات و خدمات پس از فروش,1
477,سرخط بسته بندی تهیه کرم وشامپو,3
478,متصدی چوب خردکن,8
479,مهندس برق پخت اهک,2
480,مدیریت منابع انسانی,1
481,کارشناس لجستیک محصولات صادراتی,2
482,کارمند ارتباطات و تعاملات منطقه ای,4
483,کارشناس بازاریابی رتبه یک,2
484,کارمند پانچ بخش امور مالی,4
485,کارگزین مسئول,4
486,اپراتور دیگ بخارقسمت دیگ بخار,8
487,اپراتور ریکاوری بویلر,8
488,کمک مکانیک فوتزن پرس زن روغن ریز,7
489,رئیس اداره مهندسی مشخصات ومدارک فنی,1
490,تکنسین برق انبارموادخام,3
491,حسابدار بخش امور مالی,2
492,مامور ایمنی و بهداشت ارشد,3
493,مدیر شرکت باربری,1
494,عضو هیات علمی گروه اموزشی زبان و ادبیات فارسی,2
495,کارشناس ومسئول نظارت برنگهداری ساختمان وتاسیسات,2
496,کارشناس امور رفاه,2
497,کارشناس امورازمایشگاهی,2
498,مهندس برق کنورتور،میکسروکارگاههای وابسته,2
499,مسئول شیفت کارگاهی,3
500,اپراتور وت پنیرسازی,8
501,بسته بندپنی سیلین انتی بیوتیک,9
502,رئیس امور دبیرخانه اسناد و مدارک,1
503,راننده دراگ لاین راننده لبه زن,8
504,راننده غلطک آهنی,8
505,راننده لیفتراک سبک و سنگین,8
506,راننده ماشینهای راهسازی و ساختمانی,8
507,سرپرست برنامه ریزی تامین,2
508,اپراتور ساخت رنگ,8
509,تعمیر کار موبایل,7
510,تکنسین مسئول تعمیرات برق و الکترونیک و دستگاه نظارت,3
511,تکنسین ناحیه آهن سازی,3
512,ماشینکارارشد یک امورمکانیکی و تعمیرات,7
513,شیفت فورمن نت برق و ابزار دقیق فولاد سازی,3
514,کارشناس خدمات اموزشی و پژوهشی,2
515,مونتاژکارماشین ابزار,8
516,کارشناس مسئول کدگذاری,2
517,کارشناس خدمات اموزشیمسئول اموزش و تحصیلات تکمیلی,2
518,کارشناس امور حقوقی,2
519,کارشناس مسیول اموال,2
520,مکانیک مکانیک ماشین الات صنعتی عایق بند,7
521,مسئول بررسی ساختار مالی شرکتها و اموال گروه,2
522,کارگرجوشکاری فلزکاری,7
523,استادکارعایق و پلیت,7
524,اپراتور دستگاه خط کش برش تولید مقوا,8
525,اپراتور دستگاه روغن گیری تخمه و بادام زمینی,8
526,تعمیرکار سیستم مخابراتی,7
527,تعمیرکار مرتبه غلتک,7
528,تعمیرکاربرق صنعتی درجه معدن,7
529,تکنسین هیدروژن سازی وفاضلاب صنعتی,3
530,تکنسین ابزار ذقیق نیروگاه,3
531,تکنسین امور داروئی,3
532,رزرو دولاکنی مقدمات ریسندگی,8
533,سرپرست تعمیرات جوش,3
534,سواس بافی,7
535,متصدی امور حفاظتی,5
536,متصدی امور دفتری و ماشین نویسی,4
537,معاون بهره برداری و ناوگان اداره کل راه اهن شمالغرب معاون مدیرکل,1
538,کارمند تحویل سیمان,4
539,نقطه جوشکارنیمه ساخت یخچال,7
540,کاردان کنترل تعمیرات ایستگاه,3
541,مسئول تکمیل اتمام گونی,8
542,مسئول فنی انبار,3
543,کاردان قالب و ابزار فرآیندغیربدنه,3
544,نقاشی ورنگ ساز,7
545,مسئول تنظیم گزارشات ونمودارها,4
546,مسئول فروش منطقه,1
547,مسئول خدمات پرسنلی فولاد سازی,3
548,معاون تشکیلات وبودجه,1
549,آهنگر درجه دو,7
550,کمک متصدی اسیابهای خشک سیمان,8
551,کمک متصدی تعمیرات برق والکتروفیلترهای واحدتا,7
552,تعمیرک ارخط,7
553,کمک راننده نیمه سنگین,9
554,تکنسین حراست امور بهره برداری,5
555,تکنسین ساخت آسانسور,7
556,تکنسین ساخت و نوسازی,3
557,رئیس آماده سازی محصولات نورد گرم,1
558,رئیس اداره امور اداری و مالی,1
559,جوشکاروبرشکار تونلی,7
560,سرپرست فروشگاه افق کوروش,5
561,متصدی چاپ افست ورق یک,7
562,مسئول تحقیقات و بررسی سوابق,3
563,مسئول کیفیت ورودی مواد و قطعات اینتریور,3
564,کارشناس فنی تعمیرات,2
565,معاون مدیرکل دفتر بازرسی ارزیابی عملکرد و پاسخگویی به شکایات,1
566,معاون پرورشی وفرهنگی مدر,1
567,مسافرکس,8
568,واحد ستاره دار اداره کل امور رفاهی و سلامت خدمتگزار,9
569,اداره امور ناوگان اداره کل راه اهن شمالغرب متصدی پست بازدید,4
570,کارگرارشدتولیدات جانبی,8
571,اپراتورپانل واتاق فرم,8
572,بازرس تولید,3
573,تعمیرکار مکانیک ریخته گری,7
574,دوزنده لباس چرمی دستی,7
575,تکنسین هیدرولیک,3
576,سرپرست کارگاه جوشکاری و آهنگری,3
577,مسئول بایگانی کارکنان,4
578,کارشناس بررسی حسابها و تنظیم صورتهای مالی,2
579,کارشناس بازخورد مشتریان,2
580,کارشناس اموزش و پژوهش تجهیزات پزشکی,2
581,استادکار تعمیرات کامپیوترهای صنعتی,7
582,کپسول خالی کن,9
583,اپراتور ف,8
584,کمک مکانیک ازمایشی,7
585,جوشکار ماشین آلات معدنی و ساختمانی,7
586,کارشناس مسئول بیمه و رفاه,2
587,کارشناس مسئول تیم عملیاتی تجهیزات راداری,2
588,کارشناس مسئول حفاطت پرسنلی,2
589,کارشناس مسئول تامین اعتبار,2
590,کارگراستارت,9
591,کارمند امور بازرگانی,4
592,کارگر ساده پل سازی,9
593,کمک انبار دار مواد ناریه,9
594,اقتصاددانان,2
595,بخشدار وشمگیر,1
596,رئیس تعمیرات و نگهداری ماشین آلات معدن,1
597,رییس اداره راهسازی,1
598,عضو هیئت علمی اسلامی,2
599,سرکارگربرق نوبت کار,3
600,کارورز مرتبه اجرای آموزش,2
