title_norm,label_1,isco_sub_major_group
مسئول ناظر آسترکاری,7,71
مسئول ناظر شیفت نسوز و lts,7,71
مسئول نانوایی شرکت تعاونی,7,75
مسئول نجاری,7,75
مسئول نجاری معادن,7,71
مسئول نجاری و تزئینات ساختمانی,7,71
مسئول نجاری و ماکو سازی,7,75
مسئول نجاری وقالب بندی,7,71
مسئول نجاری وپالت سازی,7,75
مسئول نسوز واحدهای جانبی فولاد سازی,7,72
مسئول نسوز چینی و آتشکاری کوره ها,7,72
مسئول نسوزدریچه کشویی وپاتیل تعمیرات نسوز فولاد سازی,7,72
مسئول نسوزکاری,7,72
مسئول نسوزکاری خدمات فنی متالورژی,7,72
مسئول نصب الکتروپمپ و تجهیز چاهها,7,72
مسئول نصب انشعابات,7,71
مسئول نصب جرثقیل وساخت کفی,7,72
مسئول نصب دیگهای آبگرم و شوفاژ,7,72
مسئول نصب مدار پنوماتیک و الکتروپنیوماتیک,7,72
مسئول نصب و تعمیر آبسرد کننده ها,7,72
مسئول نصب و تعمیر دستگاههای بیسیم,7,74
مسئول نصب و تعمیر سردخانه ها,7,72
مسئول نصب و تنظیم آهنگری,7,72
مسئول نصب و راه اندازی خطوط ارتباطی,7,74
مسئول نصب و نگهداری منابع تغذیه,7,74
مسئول نصب وسائل سنگین,7,72
مسئول نصب ومونتاژ,7,72
مسئول نقطه جوش,7,72
مسئول نمونه سازی سنگ زنی وتمیزکاری,7,72
مسئول نهگداری و تعمیرات ابنیه سا یتهای اقماری,7,71
مسئول نهگهداری وتعمیرات قا لبها ی همینگ,7,72
مسئول نوارچسب زنی ومکانیک,7,72
مسئول نوارچسب زنی ومکانیک درجه 1,7,72
مسئول نوبتکاربرق,7,74
مسئول نوسازی تعمیرات الکتروفیلتر,7,74
مسئول نوسازی سازه ها ساخت و نصب,7,71
مسئول نگهداری راه,7,71
مسئول نگهداری سیستم هوای فشرده,7,72
مسئول نگهداری موتورخانه ها فاضلاب و سیستم آب رسانی,7,72
مسئول نگهداری و آماده سازی تهران,7,71
مسئول نگهداری و آماده سازی شهرستان,7,71
مسئول نگهداری و تعمیرات ابنیه داخل شرکت,7,71
مسئول نگهداری و تعمیرات ابنیه سایتهای اقماری,7,71
مسئول نگهداری و تعمیرات ماشین آلات و ابزار cng,7,72
مسئول نگهداری و تعمیرات نقطه جوش و اتوماسیون صنعتی,7,72
مسئول نگهداری و تعمیرات چدن ریزی,7,72
مسئول نگهداری و تعیرات برق دستگاههای مخازن و بازیافت آب,7,74
مسئول نگهداری وتعمیرات hvac,7,72
مسئول نگهداری وتعمیرات جرثقیل های گندله سازی واحیاء,7,72
مسئول نگهداری وتعمیرات فایرفایتینگ وکاتودیک,7,74
مسئول نگهداری وتعمیرات گازرسانی,7,72
مسئول نگهداری کمپرسورهای تهویه,7,72
مسئول نگهداشت و تعمیرات و فضای سبز,7,71
مسئول نگهدتری وتعمیرات الکتریکی,7,74
مسئول هماهنگ کننده تعمیرگاه برق فولادسازی,7,74
مسئول هماهنگ کننده واحدهای ساختمانی نقاشی و,7,71
مسئول هماهنگی و تعمیرات کارگاه ریخت جدید,7,72
مسئول هواساز,7,72
مسئول هیدرولیک,7,72
مسئول هیدرولیک تونل,7,72
مسئول و مکانیک سولزر,7,72
مسئول واحد بافت بدون ژاکارد,7,75
مسئول واحد بتن ریزی,7,71
مسئول واحد راشل,7,75
مسئول واحد ساختمان و تاسیسات,7,71
مسئول واحد قطعات پیش ساخته,7,71
مسئول واحد نصب و بهره برداری جایگاهها,7,71
مسئول واحدبرش چرمی,7,75
مسئول واحدتشک دوزی,7,75
مسئول واحدتولید پرده های توری بروده,7,75
مسئول واحدرنگرزی,7,75
مسئول واحدفرآورده های گوشتی,7,75
مسئول واحدمکانیکی,7,72
مسئول واحدهای گازی وسیستمهای بخاری,7,72
مسئول وارنیش,7,75
مسئول واستادکار دریل وصفحه تراش,7,72
مسئول واستادکار فرزکاری,7,72
مسئول واستادکارسوهانکاروسنگ زنی وتعمیرات,7,72
مسئول واشر بری ورقکاری لاستیک کاری,7,72
مسئول وایرکات,7,72
مسئول وتعمیرکارکانکاسور,7,72
مسئول ورق تاکنی,7,72
مسئول ورق کاری وجوشکاری کاربیت,7,72
مسئول وونخ مقدمات,7,75
مسئول وکارگرنقاش,7,71
مسئول پارتیشن,7,71
مسئول پارچه بافی,7,75
مسئول پانچ,7,72
مسئول پانچ cnc و پلاسما,7,72
مسئول پایه زنی,7,71
مسئول پخت,7,75
مسئول پخت وفرمولاسیون,7,75
مسئول پرس جوش,7,72
مسئول پرس سنگین,7,72
مسئول پلاستیک سازی,7,75
مسئول پلسازی,7,71
مسئول پلهای فلزی,7,72
مسئول پمپ سازی,7,72
مسئول پنچر گیری,7,72
مسئول پو ستاب زنی,7,75
مسئول پودونخ وبلانکت,7,75
مسئول پوست خشک و سیلرزنی,7,75
مسئول پوستاب زنی و آستر,7,75
مسئول پوشال سازی,7,75
مسئول پولیش دستی,7,75
مسئول پولیش غلتک جام ومشجر,7,72
مسئول پیستوله کاری,7,71
مسئول پیشروی,7,72
مسئول پیشگیری برق,7,74
مسئول پین گذاری و سولدرینگ,7,74
مسئول چادردوزی,7,75
مسئول چاه های عمیق,7,71
مسئول چاهها وشبکه,7,71
مسئول چاپ اسکرین تکمیل,7,73
مسئول چاپ افست روتاسیون صفحه ای,7,73
مسئول چاپ مسطح وملخی,7,73
مسئول چاپ وقوطی سازی,7,73
مسئول چاپهاورنگرزی,7,75
مسئول چرخکاری,7,72
مسئول چشم پیچ دستی,7,72
مسئول چله ومرتب نمودن قرقره مقدمات,7,75
مسئول چله پیچی,7,75
مسئول چله گذاری,7,75
مسئول ژاکارد,7,75
مسئول ژیگررنگرزی,7,75
مسئول کابل کشی و سیم کشی,7,74
مسئول کابلکشی وراه اندازی,7,74
مسئول کاردراوری,7,72
مسئول کارگاه ابزار آلات اینتریور,7,72
مسئول کارگاه اجردستی وکوره سنتی,7,71
مسئول کارگاه ادوات و دنباله بندها,7,72
مسئول کارگاه الومینیوم,7,72
مسئول کارگاه بدنه سازی,7,72
مسئول کارگاه بدنه پروانه و دومکشه,7,72
مسئول کارگاه تایر,7,75
مسئول کارگاه تراشکاری تکنسین,7,72
مسئول کارگاه تراکتور,7,72
مسئول کارگاه تزئینات,7,73
مسئول کارگاه تعمیر ات تریلرها,7,72
مسئول کارگاه تعمیر و الکتروپمپ توربینی,7,74
مسئول کارگاه تولز شاپ و مبدل شاپ,7,72
مسئول کارگاه تولید و تعمیر قطعات,7,72
مسئول کارگاه تیپ سازی,7,73
مسئول کارگاه جلوبندی سازی,7,72
مسئول کارگاه جوش الکتریک,7,72
مسئول کارگاه رادیاتورسازی,7,72
مسئول کارگاه رنگ زنی,7,72
مسئول کارگاه روشنایی و برق ساختمانی,7,74
مسئول کارگاه ساخت ابسردکن,7,72
مسئول کارگاه ساخت اکستریور و تزریق,7,75
مسئول کارگاه ساخت فریزر,7,72
مسئول کارگاه ساخت فنکوئل,7,72
مسئول کارگاه ساخت کولرگازی,7,72
مسئول کارگاه ساختمانی شهر,7,71
مسئول کارگاه ساختمانی معدن,7,71
مسئول کارگاه سرباره,7,72
مسئول کارگاه سندبلاست,7,72
مسئول کارگاه سندپلاست ورنگ فلزی وسازه,7,72
مسئول کارگاه سیلندرسازی وچاپ,7,73
مسئول کارگاه سیم پیچی و تابلوسازی,7,74
مسئول کارگاه سیم پیچی و دیزل ژنراتورها,7,74
مسئول کارگاه شیشه گری تکنسین,7,73
مسئول کارگاه صافکاری,7,72
مسئول کارگاه عایق کاری وکانال سازی,7,71
مسئول کارگاه عملیات حرارتی ابزارسازی متالورژی,7,72
مسئول کارگاه قطعه سازی,7,72
مسئول کارگاه لیتوگرافی,7,73
مسئول کارگاه ماسه چدن ریزی,7,72
مسئول کارگاه ماهیچه گیری,7,72
مسئول کارگاه متالوژی,7,72
مسئول کارگاه مدلسازی,7,72
مسئول کارگاه ملزومات چوبی خدمات فنی,7,75
مسئول کارگاه مونتاژ باکس,7,72
مسئول کارگاه مونتاژ و رنگرزی,7,75
مسئول کارگاه نسوزچینی,7,71
مسئول کارگاه نوسازی,7,71
مسئول کارگاه های لباسشویی و آبگرمکن,7,72
مسئول کارگاه هنرهای تجسمی وکاربردی,7,73
مسئول کارگاه هیدرولیک,7,72
مسئول کارگاه و استاد میناسازی,7,73
مسئول کارگاه ولو شاپ,7,72
مسئول کارگاه وو,7,72
مسئول کارگاه کارهای دستی وتعمیرقطعات,7,73
مسئول کارگاه کوئلسازی,7,74
مسئول کارگاهمحور و قطعات,7,72
مسئول کارگاههای رزاماتیک,7,72
مسئول کارگاههای قالبگیری دستی,7,72
مسئول کارگاههای قالیبافی و فلزکاری,7,72
مسئول کارگاههای نصب,7,72
مسئول کالیته بافندگی,7,75
مسئول کانال سازی,7,72
مسئول کرافت,7,73
مسئول کشش مفتول,7,72
مسئول کشش وتکمیل تارسازی اکریلیک,7,75
مسئول کلدوال,7,71
مسئول کلیشه سازی,7,73
مسئول کلیم و ضایعات بدنه و رنگ,7,72
مسئول کلیم و ضایعات مونتاژ,7,72
مسئول کمپرسورتعمیرکارچکش,7,72
مسئول کنترل روتوش تیبا,7,73
مسئول کنترل سرویس ونگهداری,7,72
مسئول کنترل سیم توپودری,7,72
مسئول کنترل شستشولعاب,7,73
مسئول کنترل متراژبافندگی,7,75
مسئول کنترل نصب جدید,7,72
مسئول کنترل و نگهداری شبکه های انتقال آب و برق و بخار,7,74
مسئول کنترل پروسه و جایگزینی رنگها رنگ,7,75
مسئول کنترل کارگاه الکتروموتور و خط محور,7,74
مسئول کوتینگ,7,72
مسئول کوتینگ و آنیلینگ برش و بسته بندی,7,72
مسئول کوره سازی,7,71
مسئول کوره و لعابزنی,7,73
مسئول کپی وزینک,7,73
مسئول کیسه دوزی,7,75
مسئول کیسه گیری و دوخت,7,75
مسئول گارگاههای عمومی و تعمیرات ساختمانها,7,71
مسئول گالوانیک,7,72
مسئول گردباف,7,75
مسئول گره وچله گذاربافندگی,7,75
مسئول گروه اورهال ترانس,7,74
مسئول گروه برق,7,74
مسئول گروه برق آسانسور و بالابرها,7,74
مسئول گوشه زنی,7,75
مسئولساخت فیکسچر های بد نه,7,72
مستقردرسالن تولید جوشکار,7,72
مستمرات مکانیکی رینگ,7,72
مسدئول تا مین برق,7,74
مسوؤل تاسیسات,7,71
مسوارکار,7,72
مسول بوبین رنگ کنی,7,75
مسول تاسیسات,7,71
مسول تعمیرات دستگاه,7,72
مسول تعمیرات دیزالها,7,72
مسول تعمیرات لکوموتیو های هیتاچی,7,72
مسول تعمیرات مکانیک تاسیسات اب وبخار,7,72
مسول تعمیرات مکانیکی ماشین الات,7,72
مسول تعمیرات مکانیکی واهنگری,7,72
مسول تعمیرات نوار نقاله,7,72
مسول تعمیرات وتنظیم ابزار مخصوص قلا بها و رنگ مو نتا ژ,7,72
مسول تعمیربرق ماشینالات,7,74
مسول تهویه های بافندگی ریسندگی,7,71
مسول تهیه موادشیمیایی خمیرسازیهاومنطقه باگا,7,75
مسول رنگ کاری وکوره,7,72
مسول ریخته گری,7,72
مسول سازنده سودسوزاور ریکاوری,7,71
مسول سرویس موتورهابرق,7,74
مسول سفیدگری,7,71
مسول شیفت بورینگ و فرز دروازه ای,7,72
مسول نقاشی ورنگ کاری,7,71
مسول نوبتکاری برق,7,74
مسول نگهداری و تعمیر و مشاوره دستگاه پز,7,74
مسول کارگاه ریخته گری,7,72
مسول کارگاه نساحی,7,75
مسول کدرینگ هواپیما,7,74
مسول کوره,7,72
مسول کوره تونلی,7,73
مسوول آبکاری قطعات فلزی,7,72
مسوول اصلاح شبکه آب,7,71
مسوول تاسیسات,7,71
مسوول تعمیرات الکترونیک فشارقوی واحدها,7,74
مسوول تعمیرات شیفت,7,72
مسوول زیرساخت های برق شهر,7,74
مسوول فورج قطعات فلزی,7,72
مسوول مکانیک,7,72
مسوول گالوانیزه,7,72
مسکار,7,72
مسکاردرجه,7,72
مسکاری درجه و سالن,7,72
مسگر,7,72
مسیول ابزار سازی مونتاژ و تعمیرات قالب,7,72
مسیول ابزارسازی سیم پیچی ومونتاژصنعتی,7,72
مسیول اتاق کابل,7,74
مسیول ارشد برق تهویه تاسیسات و بوبین رنگ کنی,7,74
مسیول امور نسوز,7,71
مسیول برق الکتروفیلترهاواحدتعمیرات الکتروفی,7,74
مسیول برق بارگیر خانه,7,74
مسیول برق بافندگی,7,74
مسیول برق بالابر,7,74
مسیول برق تخته لایی,7,74
مسیول برق تهویه وتاسیسات وبوبین رنگ کنی برق,7,74
مسیول برق تونل مادر,7,74
مسیول برق سطح و مخابرات,7,74
مسیول برق صنعتی وشبکه,7,74
مسیول برق عمومی,7,74
مسیول برق فلوتاسیون,7,74
مسیول برق ماشین کاغذ,7,74
مسیول برق و ابزاردقیق عملیات مخازن صادراتی ماهشهر,7,74
مسیول برق و باسکولهای نواری,7,74
مسیول برق و مخابرات تونل,7,74
مسیول برق و مکانیک,7,74
مسیول برق وابزاردقیق,7,74
مسیول برق واحدهای رنگرزی بسته بندی بروده تاسیسات,7,74
مسیول برق والکترونیک,7,74
مسیول برق وبرقکارارشد,7,74
مسیول برق وتاسیسات,7,74
مسیول برق وتاسیسات ودیگ بخار,7,74
مسیول برق وروشنایی,7,74
مسیول برق ومخابرات,7,74
مسیول برق ومخابرات بیرون,7,74
مسیول برق کارخانه نیوپان,7,74
مسیول بویلر مونتاژ,7,72
مسیول تاسیسات فاضلاب,7,71
مسیول تعمیرات,7,72
مسیول تعمیرات ed&pt و سیلروقیرپاشی,7,71
مسیول تعمیرات لیفتراک,7,72
مسیول تعمیرات چله پیچی,7,72
مسیول تعمیرونگهداری دیگهای بخ,7,72
مسیول تعمیرگاه بافندگی,7,72
مسیول تعمیرگاه ریسندگی,7,72
مسیول تون آپ اتومبیل,7,72
مسیول ذوب و ریخته گری,7,72
مسیول سرویس مونتاژ و تست,7,72
مسیول شیفت آماده سازی گاید و مونتاژ,7,72
مسیول شیفت اسکین پاس و تمپر میل و انبار,7,72
مسیول شیفت ذوب و ریخته گری آلومینیوم,7,72
مسیول شیفت ریخته گری مداوم فولادسازی,7,72
مسیول شیفت قلع ااندود و خطوط برش و انبار,7,72
مسیول صحنه آرایی,7,73
مسیول عکاسی وشابلون سازی,7,73
مسیول غلطک سازی و عکاسی,7,72
مسیول فنی تاسیات برق ساختمان,7,74
مسیول مرمت,7,71
مسیول نصب ومونتاژ,7,72
مسیول نگهداری وتعمیرات پستهای فشارقوی,7,74
مسیول نگهداری پست های انتقال,7,74
مسیول پارچه لباس,7,75
مسیول پست تعمیرات برق سالن تولید,7,74
مسیول چاپخانه,7,73
مسیول کارگاه تولیدی شیرینی,7,75
