id,title_norm,label_1,isco_sub_major_group
436.0,آماده ساز واحد کارگاه تکمیل و ارسال,8,
437.0,آماده ساز کارگاه غلطک,8,
438.0,آماده سازتعمیرات عملیات ثانویه,8,
439.0,آماده سازنمومه روزکار,8,
440.0,آماده سازواحد تعمیرات نواحی,8,
444.0,آماده سازی لانس تعمیرات پیشگیری کوره های قوس الکتریکی,8,
451.0,آماده کننده بریکرولایه,8,
452.0,آماده کننده بریکرولایه درجه 1,8,
453.0,آماده کننده بریکرولایه درجه 2,8,
455.0,آماده کننده دوده وروغن درجه 1,8,
456.0,آماده کننده دوده وروغن درجه 2,8,
457.0,آماده کننده رولهای بایس ماشین,8,
458.0,آماده کننده رولهای سیم بیددرجه,8,
460.0,آماده کننده پارچه جلودستگاه استنتر,8,
461.0,آماده کننده پارچه چاپ رنگی,8,
463.0,آماده کننده کابل بالابر,8,
530.0,آموزش و اپراتور نورد سرد,8,
536.0,آموزش کارگرساده سالن,9,
548.0,آموزگار لکوموتیوران,8,
559.0,آمپول ساز,8,
706.0,آندشکن احیاء,8,
722.0,آهن کشی ماشین,8,
811.0,آهک بارکن,9,
813.0,آهک زن سالامبورسازی دستی,9,
814.0,آهک پز,8,
816.0,آورنده اجزاء تایرباری,9,
817.0,آورنده تایر خام جهت پرسهای پخت درجه 1,9,
822.0,آپاراتچی سینما,8,
828.0,آپارتچی سینما امورشهر,8,
839.0,آی اس,9,
840.0,آی اس اول کوره سوم,9,
857.0,ائینه بان کارگرساده,9,
858.0,اب دهی به چمن,9,
859.0,اب زن مواداولیه,9,
860.0,اب و فاضلاب,9,
869.0,ابر گذار,9,
870.0,ابراتورخط لوله,8,
871.0,ابرزن,9,
872.0,ابرسانی وکمپرسورخانه,8,
875.0,ابریشم کش,9,
876.0,ابریشم کش دستی,9,
902.0,ابزاردقیق که باواحدهای پلیمروریسندگی سالنهای,8,
944.0,ابلاغ راننده دامپر,8,
946.0,ابنبات ریزی,8,
947.0,ابوموسی,9,
977.0,ابگیردرجه,8,
978.0,ابگیرمافس,8,
979.0,ابگیرهای بوبین وکلاف هیدروفیل,8,
980.0,ابگیروخشک کن ماف,8,
981.0,ابگیری,9,
997.0,اتاق بارریز,9,
1009.0,اتاق ژنراتور,8,
1010.0,اتاق کنترل کارخانه,8,
1013.0,اترج,9,
1046.0,اتنظیم کننده و اپراتورهای دستگاه برش شیشه,8,
1047.0,اتو,9,
1048.0,اتوبوسران,8,
1049.0,اتوزن,8,
1053.0,اتومات,8,
1054.0,اتومات هرینگ,8,
1065.0,اتوکز,8,
1066.0,اتوکزوشانه زنی,8,
1071.0,اتوکلاو,8,
1072.0,اتوکلاو ریسندگی,8,
1073.0,اتوکلاو کار پخت لاستیک,8,
1074.0,اتوکلاوطلقی,8,
1075.0,اتوکلاووبسته بند,8,
1076.0,اتوکلاوکارارشدرنگرزی,8,
1077.0,اتوکلاوکاررنگرزی,8,
1078.0,اتوکنر,8,
1079.0,اتوکنر ریسندگی,8,
1080.0,اتوکنز,8,
1081.0,اتوکونر کن وایندور,8,
1082.0,اتیک زن درجه 1,8,
1083.0,اتیک زن درجه 2,8,
1085.0,اتیکت زن,8,
1086.0,اتیکت زن متراژ بسته بندی,8,
1089.0,اتیکت پرکن,8,
1090.0,اتیکت چسبان,9,
1091.0,اثاث کشی منازل,9,
1092.0,اج زن,8,
1108.0,اجر چین نوار تولید,8,
1124.0,اجربر,9,
1125.0,اجردرار,9,
1126.0,اجرریز,9,
1128.0,اجرپزی اجربارکن داخل کوره,8,
1133.0,اجزاء خانه,9,
1134.0,اجزاء واتومات,8,
1135.0,اجزاء واپراتورهرینگ,8,
1136.0,اجزاء وچوب پارافین,8,
1137.0,اجزاهرینگ,8,
1153.0,احمد,9,
1154.0,احمداباد,9,
1155.0,اخال پرسکار,8,
1160.0,اختلاط گندم,8,
1161.0,اخذوحمل زباله کارگرخدمات شهری,9,
1188.0,اداره امور ناوگان اداره کل راه اهن تهران لکوموتیوران گرمسار,8,
1233.0,اداره کردن خط ریل استخراج,8,
1328.0,ارابه چی,8,
1329.0,ارابه چی مقدمات ماسوره,8,
1330.0,ارابه چی یاحمل پارچه سالن,8,
1331.0,ارابه کش,8,
1332.0,ارابه کش بافندگی,8,
1333.0,ارابه کش متراژ,8,
1362.0,ارد کردن استخوان گاو,9,
1371.0,اردگیروسبوس گیر,8,
1372.0,اردگیری,8,
1434.0,ارشد اتاق کنترول,8,
1438.0,ارشد توزین,8,
1439.0,ارشد تولید آسیاب خلال,8,
1440.0,ارشد تولید دیفوزیون,8,
1441.0,ارشد تولید سانتریفوژ,8,
1442.0,ارشد تولید طباخی,8,
1443.0,ارشد تولید قندگیری از ملاس,8,
1446.0,ارشد خط آمپول قرص قطره و پماد,8,
1447.0,ارشد خط شربت,8,
1448.0,ارشد خط قرص,8,
1449.0,ارشد خط لاک,8,
1450.0,ارشد خط مونتاژ,8,
1451.0,ارشد خط پماد و قطره,8,
1454.0,ارشد ساخت شربت و پماد,8,
1456.0,ارشد سنگ شکن,8,
1457.0,ارشد شیفت چولانی,8,
1458.0,ارشد فرم دهی قرص,8,
1460.0,ارشد فنی تخلیه چغندر,8,
1461.0,ارشد فنی تفاله خشک کن,8,
1463.0,ارشد فنی ماشین آلات سنگین جرثقیل,8,
1464.0,ارشد فنی کوره بخار,8,
1466.0,ارشد مونتاژ قوطی گرد,8,
1468.0,ارشد پخت ویفر,8,
1469.0,ارشد پرسهای تک ضربه,8,
1470.0,ارشد پرسهای قدیم,8,
1472.0,ارشد کارگا ه مونتاژ پیکان,8,
1478.0,ارشدبسته بندی صابون,8,
1482.0,ارشدخط اتوماتیک,8,
1483.0,ارشدخط امپول وقطره,8,
1484.0,ارشدخط مونتاژ بادیمیکر,8,
1487.0,ارشدخط کاکائووپودرشکر,8,
1488.0,ارشدخطکیلوئی,8,
1489.0,ارشدفرم دهی ادامس دراژه,8,
1490.0,ارشدفرمدهی آدامس,8,
1491.0,ارشدقرص جوشان,8,
1492.0,ارشدقرص جوشان ومسئول هماهنگی ساخت دارو,8,
1493.0,ارشدماشین های تزریقی دیامات وتولیدکیسه,8,
1500.0,ارشدومتصدی دراژه پفک,8,
1503.0,ارشدپرس,8,
1504.0,ارشدپرسکار,8,
1513.0,ارشدکارگا ه مونتاژپژو,8,
1516.0,ارشدکارگا ه پرس ورولینگ,8,
1517.0,ارشدگرانول سازی,8,
1566.0,اره تمیزکن,9,
1577.0,اره عوض کن,8,
1594.0,اره کارتن باخ,8,
1612.0,ارگر فنی مونتاژ چسب دو لبه کاغذ,8,
1613.0,ارگربسته بندی وسفیدگری حوله,8,
1617.0,اریون,9,
1618.0,ازاد,9,
1622.0,ازرومقدمات ریسندگی,8,
1624.0,ازمایش به واحد ترانسپورت,8,
1625.0,ازمایش بکیونیت تقه زنی وازمایش,8,
1626.0,ازمایش حلب قوطی سازی,8,
1628.0,ازمایش لوله تراش مانشون,8,
1631.0,ازمایش کننده سختی وفشارقطعه,8,
1647.0,ازمایشگر سیلندر,8,
1678.0,ازمونگرو کارگر ازمایشگاه الکتروپمپ,8,
1727.0,استاد ماشین اپن اندریسندگی,8,
1728.0,استاد ماشین چاپ,8,
1740.0,استاد نیروگاه,8,
1770.0,استاد کار دستگاههای زبرا,8,
1771.0,استاد کار دستگاههای گلدوزی,8,
1775.0,استاد کار ظروف پر کنی,8,
1780.0,استاد کار لیفتراک سنگین,8,
1783.0,استاد کار مونتاژ گیربکس تیبا,8,
1808.0,استاد کارمراقب دستگاه لوله سازی,8,
1809.0,استاد کارمونتاژلباسشویی,8,
1812.0,استادبهره برداری,8,
1816.0,استادتولیدگاز,8,
1833.0,استادماشین آهار,8,
1834.0,استادماشین الیاف رنگ کنی,8,
1835.0,استادماشین بخارفیکسه بزرگ,8,
1836.0,استادماشین بوبین رنگ کنی رنگرزی,8,
1837.0,استادماشین خشک کن سیلندرتکمیل,8,
1838.0,استادماشین رنگرزی کولروپلات,8,
1839.0,استادماشین فیکسه آذربایجانی,8,
1840.0,استادماشین پرزسوزی,8,
1841.0,استادماشین کالندر تکمیل,8,
1842.0,استادماشین کالندز,8,
1843.0,استادماشین کندانسه,8,
1844.0,استادماشینغلطک پیچی,8,
1881.0,استادکار اپراتورقیچی درجه 1,8,
1883.0,استادکار بارگیری انبار محصولات,9,
1889.0,استادکار بریکر,8,
1890.0,استادکار بریکر راننده نقلیه سنگین,8,
1891.0,استادکار بهره برداری صنعتی و شیمیایی,8,
2099.0,استادکارترانزپورتربالابروماشینهای درو,8,
2325.0,استادکارماشین های قندحبه,8,
2326.0,استادکارماشین وکیوم پلاستیک سازی,8,
2329.0,استادکارماشینهای بافنده اهاروبافندگی,8,
2330.0,استادکارماشینهای کلاف ریسندگی,8,
2331.0,استادکارمانور,8,
2332.0,استادکارمانوراتفاقات,8,
2333.0,استادکارمانورفشارمتوسطوضعیف,8,
2342.0,استادکارمراقب دستگاه ظروفسازی,8,
2344.0,استادکارمرتبه,9,
2349.0,استادکارمصارف سنگین,9,
2351.0,استادکارمقدمات,9,
2387.0,استادکارمیکسر,8,
2477.0,استارتر معدن,8,
2481.0,استامپ زن دستی باماشین,8,
2488.0,استخراج,8,
2489.0,استخراج تونل,8,
2490.0,استخراج ذغالسنگ,8,
2491.0,استخراج سنگ معدن تزیینی,8,
2492.0,استخراج معدن,8,
2493.0,استخراج پیشروی,8,
2494.0,استخراجگر,8,
2496.0,استخوان پودر کن,8,
2498.0,استراکسیون,8,
2503.0,استرپاش,8,
2504.0,استرپرچین,8,
2505.0,استرچ,8,
2506.0,استرکش,8,
2507.0,استرکش تزریق زنجیری,8,
2508.0,استرکش چکمه,8,
2509.0,استریت,8,
2510.0,استریت القایی,8,
2511.0,استریل اتاق عمل,9,
2512.0,استرینرمن,8,
2513.0,استریچر,8,
2515.0,استنتر,8,
2516.0,استنتر دیگ بخار,8,
2517.0,استنتر فنیش,8,
2518.0,استنترکارگروسرکارگررنگریزی,8,
2521.0,استوپرنبد,8,
2522.0,استویپر,8,
2523.0,استکان شور,9,
2529.0,استیک زن,8,
2532.0,اسفالت پز,8,
2537.0,اسفنج خردکن,8,
2540.0,اسلاید گیت بند,8,
2543.0,اسلیترسبک وسنگین,8,
2544.0,اسلیترمن,8,
2545.0,اسلیم دریل سونداژچی,8,
2546.0,اسلینگر,8,
2547.0,اسلینگرانبارمحصولات,8,
2548.0,اسلینگرانبارموادخام,8,
2549.0,اسلینگرانبارکلاف,8,
2550.0,اسلینگرقسمت کلاف,8,
2551.0,اسلینگرلوله سازی,8,
2553.0,اسلیپ زنی,8,
2554.0,اسمبلی کارگرتولید,8,
2555.0,اسمعیل,9,
2557.0,اسنوبندبافندگی,8,
2558.0,اسنوکش وتوپ کش وطاقه بربافنده,8,
2559.0,اسنپ,8,
2560.0,اسنپ موتوری,8,
2565.0,اسپانسیون کار,8,
2566.0,اسپردینگ مخلوطکن,8,
2567.0,اسپردینگ واینداپ,8,
2568.0,اسپره بر,8,
2569.0,اسپری,8,
2571.0,اسپری زن,8,
2572.0,اسپری زن کفش,8,
2573.0,اسپری ورایر,8,
2574.0,اسپریدرچی,8,
2576.0,اسپلایس بایس ماشینهادرجه,8,
2577.0,اسپلایس وسیمان زن بید,8,
2578.0,اسپلایس وسیمان زن بیددرجه,8,
2579.0,اسپلایس کننده تایرخام,8,
2580.0,اسپلایس کننده تایرخام درجه 1,8,
2581.0,اسپلایس کننده تایرخام درجه 2,8,
2582.0,اسپلایس کننده سایدوال دورسفید,8,
2583.0,اسپلایسر و سیمان زن بید درجه 1,8,
2585.0,اسپلایسرتیوب درجه 1,8,
2586.0,اسپلایسرتیوب درجه 2,8,
2587.0,اسپنج برگردان,8,
2588.0,اسپند جمع کن,9,
2589.0,اسپورت من متصدی موادمذاب,8,
2590.0,اسپولینگ,8,
2591.0,اسپولینگ درجه وو,8,
2593.0,اسکارف کننده,8,
2594.0,اسکارف کننده تولید,8,
2595.0,اسکارف کننده مرتبه,8,
2596.0,اسکارف کننده مرتبه دو,8,
2597.0,اسکارف کننده مرتبه سه,8,
2598.0,اسکرو,8,
2599.0,اسکرو وخشک کن ابگیر,8,
2611.0,اسکله شناور های صیادی,8,
2612.0,اسکله چین,9,
2614.0,اسکوب,9,
2618.0,اسکیمر ذوب,8,
2619.0,اسیاب,8,
2620.0,اسیاب اپراتورنوارنقاله,8,
2621.0,اسیاب بزرگ,8,
2622.0,اسیاب دان,8,
2624.0,اسیاب سنگ,8,
2625.0,اسیاب سنگ و خاک واحدسه,8,
2626.0,اسیاب سنگ واحد دو,8,
2627.0,اسیاب سیلوی,8,
2628.0,اسیاب شکروضایعات,8,
2629.0,اسیاب ضایعات,8,
2630.0,اسیاب متفرقه,8,
2631.0,اسیاب مسئول شیفت,8,
2632.0,اسیاب مواد خام واحد سه,8,
2633.0,اسیاب موادخام واحددو,8,
2634.0,اسیاب وسایل خراب,8,
2635.0,اسیاب وکودکشی,8,
2636.0,اسیاب پنبه خردوحلاجی کردن پنبه نسوزوانتقال ان,8,
2638.0,اسیاب کراشروباسکول بالمیل کراشر,8,
2639.0,اسیاب کننده گندم با دستگاه,8,
2640.0,اسیابان,8,
2641.0,اسیابان تولیدسیمان,8,
2642.0,اسیابکارتزریق,8,
2643.0,اسیابکاروحمل دانه وساخت دان,8,
2644.0,اسیای سنگ واحدقدیم,8,
2646.0,اسید شوی نما,9,
2647.0,اسید چرب کارگر,9,
2648.0,اسیدزنی وخاک زنی,9,
2649.0,اسیدشوئی,9,
2650.0,اسیدشور,9,
2652.0,اسیدشوی مرتبه,9,
2653.0,اسیدشوی مرتبه یک,9,
2656.0,اسیدواش,9,
2664.0,اشباع وشستشوی پرکلراتیلن,8,
2694.0,اصلاح,9,
2706.0,اطاق اشباع,8,
2707.0,اطاق توزین,8,
2709.0,اطاق دستی بالای ترانسپورت,8,
2710.0,اطاق روغن,8,
2727.0,اطو,8,
2729.0,اطو پرسکار,8,
2733.0,اطوکارپرس,8,
2734.0,اطوکارپرس دستگاه بخار,8,
2738.0,اظهارنشده,9,
2739.0,اعتکار,9,
2743.0,اعلام نکردن,9,
2744.0,اعلامیه پخش کن,9,
2748.0,اغشته کنی,8,
2762.0,افست رول,8,
2763.0,افست کار,8,
2764.0,افستاچی,8,
2800.0,افسر لنج باری,8,
2801.0,افسر لندینگ کرافت,8,
2802.0,افسر موتور کشتی,8,
2803.0,افسر ناوبر پرواز,8,
2809.0,افسر کروبوت,8,
2810.0,افسر کرین بارج,8,
2811.0,افسر کشتی lng,8,
2812.0,افسر کشتی بریک بالک,8,
2813.0,افسر کشتی تانکری,8,
2814.0,افسر کشتی حمل گاز,8,
2815.0,افسر کشتی خدماتی,8,
2816.0,افسر کشتی فله بر,8,
2817.0,افسر کشتی چندمنظوره,8,
2818.0,افسر کشتی کانتینری,8,
2819.0,افسر کشتی یخچال دار,8,
2846.0,ال من,9,
2848.0,ال پی,9,
2855.0,الواتور,8,
2856.0,الواتورچی,8,
2858.0,الوارتورچی,8,
2869.0,الک,9,
2870.0,الک بان,9,
2871.0,الک ماشین های دسته گیری خطتولید,8,
2872.0,الک کار,9,
2877.0,الکترو جمع کن درجه 2,8,
2880.0,الکترود جمع کن درجه 1,8,
2882.0,الکترود شوی,9,
2883.0,الکترودجمع کن,8,
2890.0,الکترولیز من,8,
2914.0,الکساز,9,
2924.0,الیاف خشک کن دستی,8,
2925.0,الیاف خشک کن ریسندگی,8,
2926.0,الیاف زنی ضایعات,8,
2927.0,الیاف ساز,8,
2928.0,الیاف وبوبین رنگ کنی,8,
2929.0,الیاف کش دستی,8,
2934.0,اماده به خدمت,9,
2935.0,اماده ساز پاتیل,8,
2936.0,اماده سازی,9,
2939.0,اماده کننده بریکر,8,
2940.0,اماده کننده دوده روغن,8,
2941.0,اماده کننده دوده ولاستیک,8,
2942.0,اماده کننده رولهای سیم بند,8,
2943.0,اماده کننده رولهای نخ,8,
2944.0,اماده گر تولید,8,
3008.0,امور تولید ـ الکتریسین,8,
3009.0,امور خط کشتار تخلیه دل,9,
3010.0,امور خط کشتار سنگدان بر,9,
3011.0,امور خط کشتار قلاب زن,9,
3012.0,امور خط کشتار چنار دانه زن,9,
3022.0,امور ماشین آلات,8,
3026.0,امور مینی بوسرانی,8,
3051.0,اموربهره برداری,8,
3061.0,امورتولیدذوب,8,
3074.0,اموررسان بخش تولیدزمینی,8,
3079.0,امورشهری رفتگر بلدیه,9,
3101.0,امورناریه,9,
3102.0,امورنقلیه,8,
3103.0,امورنقلیه راننده لیفتراک,8,
3104.0,امورنگه داری,9,
3141.0,امپول وقطره کارگر,8,
3197.0,انباربارزنی تخلیه,9,
3346.0,انباردار نظافتچی,9,
3613.0,انبارزن,9,
3620.0,انبارضایعات جمعاوریزبالههایشرکتورستوران,9,
3629.0,انبارها بهره بردار,8,
3630.0,انبارهاوتولیدات,8,
3632.0,انبارهای عمومی راننده لیفتراک,8,
3670.0,انتقال,9,
3671.0,انتقال دهنده مدار,8,
3672.0,انتقال دهنده مواد,8,
3673.0,انتقال مواد اولیه,8,
3687.0,انجام امور خدماتی شرکت نفت فلات قاره لاوان,9,
3688.0,انجام امور خدماتی نظافت جابجایی وسایل و,9,
3694.0,انجام امور قطع و وصل,8,
3696.0,انجام امور محوله,9,
3701.0,انجام امور پیش دبستانی,9,
3704.0,انجام امورات و تمیز کردن منزل,9,
3714.0,انجام امورکارگری,9,
3725.0,انجام عملیات برداشت وانباشت کنسانتره درانتقال مواد,8,
3727.0,انجام عملیات مات گیری تمیز کاریلاندرها شارژخمیرالکترود چکوبازدیدتجهیزات ef,8,
3728.0,انجام عملیات مات گیری کارگرتمیزکاریلاندرهاومشعلهاوچکوبازدید تجهیزات کوره فلاش,8,
3734.0,انجام وظیفه درواحدتصفیه اب گاز,8,
3741.0,انجام کارهای تعمیرات اسکراپروانتقال مواد,8,
3754.0,انجام کارهای کارگری درشرکت,9,
3758.0,انجشکن,9,
3771.0,انش نشان,9,
3773.0,انفجارچی,8,
3776.0,اننده تاکسی,8,
3777.0,انندگی قطار,8,
3786.0,اهار,9,
3787.0,اهارسالن مقدماتی,9,
3788.0,اهارفنیش ج کارگرتولیدو,9,
3789.0,اهاروتی,9,
3790.0,اهارپز,9,
3791.0,اهارپز مقدمات بافندگی,9,
3792.0,اهداکنندگان,9,
3794.0,اهن کش کوره برقی,8,
3848.0,اوابراسیون,8,
3851.0,اوراقچی,9,
3854.0,اوردعلی نظافتچی,9,
3855.0,اوردلی,9,
3856.0,اوردلی بیماربر,9,
3857.0,اورنده مواد نمره گیر,9,
3858.0,اورنده مواد نموده گیر نخ و فتیله,9,
3859.0,اورولی بیماربر,9,
3866.0,اولتر کمک اپراتور,8,
3868.0,اوپراسیون,8,
3870.0,اویزبند,9,
3871.0,اویلر بالای کیلووات,8,
3872.0,اویلر زیر کیلو بایت,8,
3873.0,اویلر کشتی,8,
3874.0,اپا تور نقاله,8,
3875.0,اپاتوردرجه دو برش,8,
3876.0,اپاتوردرجه یک برش,8,
3877.0,اپاتوردرجه یک نوار,8,
3880.0,اپاراتور کمپراسور,8,
3884.0,اپاراتچی ماشین آلات,8,
3887.0,اپراتوارسنگ اجزا,8,
3888.0,اپراتوحمل ونقل رائینگ وشیرینگ,8,
3889.0,اپراتور afc,8,
3890.0,اپراتور b104,8,
3891.0,اپراتور bfa,8,
3892.0,اپراتور bmc,8,
3893.0,اپراتور bmcسالن تزریق,8,
3894.0,اپراتور c.m,8,
3895.0,اپراتور ccm,8,
3897.0,اپراتور chamfer,8,
3898.0,اپراتور clean coal,8,
3899.0,اپراتور cng,8,
3900.0,اپراتور cp2,8,
3901.0,اپراتور cpp,8,
3902.0,اپراتور crimping,8,
3903.0,اپراتور crm,8,
3904.0,اپراتور dcs,8,
3905.0,اپراتور ecl,8,
3906.0,اپراتور edge milling,8,
3907.0,اپراتور gps,8,
3908.0,اپراتور heavy media,8,
3909.0,اپراتور hvac,8,
3910.0,اپراتور hydro test,8,
3911.0,اپراتور lb,8,
3912.0,اپراتور lhd,8,
3913.0,اپراتور mg tg,8,
3914.0,اپراتور pci,8,
3915.0,اپراتور pfp,8,
3916.0,اپراتور plc و کنترل خشک کن,8,
3917.0,اپراتور pump statition,8,
3918.0,اپراتور rework,8,
3919.0,اپراتور rom stock pile,8,
3920.0,اپراتور rtg,8,
3921.0,اپراتور s+s,8,
3922.0,اپراتور screen house,8,
3923.0,اپراتور smd,8,
3924.0,اپراتور substation,8,
3926.0,اپراتور tbm,8,
3927.0,اپراتور ut,8,
3928.0,اپراتور uv و آنیلینگ,8,
3929.0,اپراتور zone,8,
3930.0,اپراتور آب dm,8,
3931.0,اپراتور آب آهک پاش دهانه کوره کنورتر,8,
3932.0,اپراتور آب خنک کن,8,
3933.0,اپراتور آب داغ,8,
3934.0,اپراتور آب در گردش نورد گرم و سرد و امولسیونها,8,
3935.0,اپراتور آب شیرین کن ro,8,
3936.0,اپراتور آب ژاولسازی,8,
3937.0,اپراتور آب ژاولسازی و تصفیه فاضلاب,8,
3938.0,اپراتور آبزدایی و فیلترپرس,8,
3939.0,اپراتور آبسازی,8,
3940.0,اپراتور آبپاش سرباره فولادسازی انرژی سیالات,8,
3941.0,اپراتور آتش بند و پودر سنگ پاش,8,
3951.0,اپراتور آزمون تایر و تیوب,8,
3952.0,اپراتور آسانسور کارگاهی,8,
3953.0,اپراتور آسفالت تراش,8,
3954.0,اپراتور آسیاب تیکنر و فیلتراسیون,8,
3955.0,اپراتور آسیاب رولی صابون,8,
3956.0,اپراتور آماده ساز واحد تمپر میل,8,
3957.0,اپراتور آماده ساز کارگاه غلطک,8,
3958.0,اپراتور آماده سازنمونه های فیزیکی و شیمیایی,8,
3959.0,اپراتور آماده سازی زغال,8,
3960.0,اپراتور آماده سازی شمس و بلوم فولاد سازی,8,
3961.0,اپراتور آماده سازی فیلم,8,
3962.0,اپراتور آماده سازی لاندرهای برگشتی,8,
3963.0,اپراتور آماده سازی و کمک ریخته گری آی سی فولادسازی,8,
3964.0,اپراتور آماده کردن قالب و سگمنت ریخته گری,8,
3967.0,اپراتور آنفوتراک,8,
3968.0,اپراتور آهن اسفنجی شارژ فلزی فولاد سازی,8,
3970.0,اپراتور آهنگری ماشینی,8,
3971.0,اپراتور آپارات پخت قند و شکر,8,
3972.0,اپراتور آچار چپ و راست حفاری,8,
3973.0,اپراتور آینه,8,
3975.0,اپراتور ابزدایی حوزه فولاد,8,
3977.0,اپراتور اتاق برق های فولادسازی,8,
3978.0,اپراتور اتاق توزین قرص,8,
3980.0,اپراتور اتاق فرمان الکتریک واحدهای وو,8,
3981.0,اپراتور اتاق فرمان بویلر,8,
3982.0,اپراتور اتاق فرمان جذب و کربناسیون,8,
3983.0,اپراتور اتاق فرمان سیستم هوشمند,8,
3984.0,اپراتور اتاق های tr,8,
3985.0,اپراتور اتاق کنترل ccl,8,
3986.0,اپراتور اتاق کنترل آسیای سیمان,8,
