title_norm,label_1,level_2
بخشدار اروند کنار,1,11
بخشدار ارژن,1,11
بخشدار اسلامیه,1,11
بخشدار اسماعیلیه,1,11
بخشدار اسیر,1,11
بخشدار اصلانی,1,11
بخشدار افزر,1,11
بخشدار افشار,1,11
بخشدار الوار گرمسیری,1,11
بخشدار اورامان,1,11
بخشدار ایرندگان,1,11
بخشدار ایسک,1,11
بخشدار باغ صفا,1,11
بخشدار باغبهادران,1,11
بخشدار بانام جانباز محمد پراکوهی,1,11
بخشدار بانام جمال عیسائیان,1,11
بخشدار بسطام,1,11
بخشدار بم پشت,1,11
بخشدار بمپور,1,11
بخشدار بندر امام خمینی,1,11
بخشدار بندرریگ,1,11
بخشدار بهاران,1,11
بخشدار بهروز بابانژادخواجه بلاغ,1,11
بخشدار بیارجمند,1,11
بخشدار بیدشهر,1,11
بخشدار بیستون,1,11
بخشدار بیکاء,1,11
بخشدار تشان,1,11
بخشدار تنب,1,11
بخشدار جاپلق,1,11
بخشدار جرقویه سفلی,1,11
بخشدار جرقویه علیا,1,11
بخشدار جغین,1,11
بخشدار جلگه ماژان,1,11
بخشدار جواد اباد,1,11
بخشدار حالت اشتغال,1,11
بخشدار حبیب اباد,1,11
بخشدار حنا,1,11
بخشدار خزل,1,11
بخشدار خلجستان,1,11
بخشدار داشلی برون,1,11
بخشدار درودزن,1,11
بخشدار دستگردان,1,11
بخشدار دنا کوه,1,11
بخشدار دهدز,1,11
بخشدار دینور,1,11
بخشدار دیهوک,1,11
بخشدار رانکوه,1,11
بخشدار رودبنه,1,11
بخشدار رودخانه,1,11
بخشدار ریگ ملک,1,11
بخشدار زالیان,1,11
بخشدار زرین دشت,1,11
بخشدار زمکان,1,11
بخشدار زنجانرود,1,11
بخشدار زند,1,11
بخشدار زهان,1,11
بخشدار زواره,1,11
بخشدار سامن,1,11
بخشدار سده,1,11
بخشدار سردار جنگل,1,11
بخشدار سردرود,1,11
بخشدار سرشیو,1,11
بخشدار سورنا,1,11
بخشدار سیجوال,1,11
بخشدار سیلاخور,1,11
بخشدار سیمکان,1,11
بخشدار شاسکوه,1,11
بخشدار شاندرمن,1,11
بخشدار شاهو,1,11
بخشدار شبانکاره,1,11
بخشدار شراء,1,11
بخشدار شهمیرزاد,1,11
بخشدار شوسف,1,11
بخشدار شیبکوه,1,11
بخشدار شیرین سو,1,11
بخشدار صفا دشت,1,11
بخشدار طسوج,1,11
بخشدار عقیلی,1,11
بخشدار عمارلو,1,11
بخشدار فسارود,1,11
بخشدار فشافویه,1,11
بخشدار فندرسک,1,11
بخشدار فنوج,1,11
بخشدار فولادشهر,1,11
بخشدار قصابه داود رضائی,1,11
بخشدار قلعه شاهین,1,11
بخشدار قلقل رود,1,11
بخشدار قمصر,1,11
بخشدار قوشخانه,1,11
بخشدار لالجین,1,11
بخشدار لشت نشاء,1,11
بخشدار ماهورمیلاتی,1,11
بخشدار محسن ایزدی,1,11
بخشدار مرکزی ابادان,1,11
بخشدار مرکزی ازادشهر,1,11
بخشدار مرکزی استارا,1,11
بخشدار مرکزی اسداباد,1,11
بخشدار مرکزی اندیکا,1,11
بخشدار مرکزی اهواز,1,11
بخشدار مرکزی باغملک,1,11
بخشدار مرکزی باوی,1,11
بخشدار مرکزی بجنورد,1,11
بخشدار مرکزی بندرخمیر,1,11
بخشدار مرکزی بهبهان,1,11
بخشدار مرکزی بوانات,1,11
بخشدار مرکزی بیرجند,1,11
بخشدار مرکزی تربت حیدریه,1,11
بخشدار مرکزی تنگستان,1,11
بخشدار مرکزی تویسرکان,1,11
بخشدار مرکزی خرمدره,1,11
بخشدار مرکزی خمینی شهر,1,11
بخشدار مرکزی خوسف,1,11
بخشدار مرکزی دزفول,1,11
بخشدار مرکزی دلفان,1,11
بخشدار مرکزی دلیجان,1,11
بخشدار مرکزی دهاقان,1,11
بخشدار مرکزی دیواندره,1,11
بخشدار مرکزی رامهرمز,1,11
بخشدار مرکزی روانسر,1,11
بخشدار مرکزی رودان,1,11
بخشدار مرکزی زاهدان,1,11
بخشدار مرکزی سمنان,1,11
بخشدار مرکزی سنندج,1,11
بخشدار مرکزی شهرستان بیجار,1,11
بخشدار مرکزی شیروان,1,11
بخشدار مرکزی فردوس,1,11
بخشدار مرکزی فومن,1,11
بخشدار مرکزی فیروزاباد,1,11
بخشدار مرکزی قیروکارزین,1,11
بخشدار مرکزی لنجان,1,11
بخشدار مرکزی لنگرود,1,11
بخشدار مرکزی نهاوند,1,11
بخشدار مرکزی نی ریز,1,11
بخشدار مرکزی پلدختر,1,11
بخشدار مرکزی کارون,1,11
بخشدار مرکزی کازرون,1,11
بخشدار مرکزی کاشمر,1,11
بخشدار مرکزی کبودراهنگ,1,11
بخشدار مرکزی کوهسرخ,1,11
بخشدار معصومیه,1,11
بخشدار مهرجو,1,11
بخشدار مهرداد وثوقی فرد,1,11
بخشدار میمه,1,11
بخشدار ناغان,1,11
بخشدار نعمت ا عباس ابادی,1,11
بخشدار نعمت زاده باللوقیه,1,11
بخشدار نوبران,1,11
بخشدار نوکنده,1,11
بخشدار نیاسر,1,11
بخشدار نیسان,1,11
بخشدار نیم بلوک,1,11
بخشدار وراوی,1,11
بخشدار ویس,1,11
بخشدار پادنا,1,11
بخشدار پست همطراز بانام التماس ابراهیمی,1,11
بخشدار پشتکوه,1,11
بخشدار پیربکران,1,11
بخشدار پیشکمر,1,11
بخشدار چغامیش,1,11
بخشدار چغلوندی,1,11
بخشدار چم خلف عیسی,1,11
بخشدار چهار دولی,1,11
بخشدار چهاردانگه,1,11
بخشدار چورزق,1,11
بخشدار کالپوش,1,11
بخشدار کربال,1,11
بخشدار کردیان,1,11
بخشدار کرون,1,11
بخشدار کلاشی,1,11
بخشدار کمره,1,11
بخشدار کورین,1,11
بخشدار کوزران,1,11
بخشدار کوهسارات,1,11
بخشدار کوهمره,1,11
بخشدار کوهنجان,1,11
بخشدار کوچصفهان,1,11
بخشدار گرکن جنوبی,1,11
بخشدار گزیک,1,11
بخشدار گلستان,1,11
بخشدار گهواره,1,11
بخشدار گواور,1,11
بخشدار گیان,1,11
بخشدار یاور گنجی,1,11
بخشدارایواوغلی,1,11
بخشدارباروق,1,11
بخشدارخلیفان,1,11
بخشداردیلمان,1,11
بخشدارسیمینه,1,11
بخشدارصفائیه,1,11
بخشدارصومای برادوست,1,11
بخشدارقره قویون,1,11
بخشدارقشلاق دشت جبرائیل طلیعه,1,11
بخشدارقطور,1,11
بخشدارمرکزی سردشت,1,11
بخشدارمرکزی سرواباد,1,11
بخشدارمرکزی شاهین دژ,1,11
بخشدارمستقل,1,11
بخشداروزینه,1,11
بخشدارکمالان,1,11
بخشدارکوهسار,1,11
بخشدارگندمان,1,11
بررسی و تهیه گزارش از عملکرد هیات مدیره اتحادیه ها,1,12
برق خوراک دام رئیس اداره برق والکترونیک,1,13
برقکاروسرپرست برق صنعتی,1,13
بزرگ طایفه,1,11
بساز و بفروش,1,12
بنگاه,1,12
بنگاه دار ساختمان,1,12
بنیادشهید,1,11
بهره برداری خوراک د رئیس اداره بهره برداری,1,13
بهره برداری مسئول توربین پمپ ها,1,13
بیزینس من,1,12
تامین نیروی انسانی,1,12
تاکسیرانی,1,14
ترمیز یک برنامه تولید,1,13
تشکل های کشاورزی تولیدی خدماتی مشاوره ای,1,13
تصدی,1,12
تعاونی,1,12
تعهدکارارشد,1,12
تقسیم مسیولیت نیروها,1,12
توزیع کننده موادشیمیایی خدمات مدیریتی,1,12
تولید مسئول خطبدنه,1,13
تولیدسرپرست خطمحوروقطعات پمپ والکتروموتور,1,13
تولیدشکرزرد رئیس اداره تولیدشکرزرد,1,13
تولیدورق مورمن سرشیفت تولید,1,13
تولیدوهماهنگ کننده ومتصدی شیفت ماهیچه زنی,1,13
جانشین افسر امنیتی,1,12
جانشین ایستگاه,1,14
جانشین بخش اکریلیک,1,13
جانشین تراشکاری,1,13
جانشین خدمات پرواز,1,13
جانشین رئیس تصفیه حلالهای صنعتی,1,13
جانشین رئیس تولیدخطتمیزکاری,1,13
جانشین رئیس تولیدورق تعمیرات ونوسازی,1,13
جانشین رئیس رنگهای پایه اب خودرویی,1,13
جانشین رئیس کنترل میانی,1,13
جانشین راه اندازتولیدلوله,1,13
جانشین راه اندازتولیدورق,1,13
جانشین سرشیفت تخلیه و بارگیری,1,13
جانشین سرشیفت ترافیک,1,13
جانشین سرشیفت عملیات رمپ,1,13
جانشین سرشیفت کردینیتور,1,13
جانشین سرپرست hse,1,12
جانشین سرپرست آزمایشگاه,1,13
جانشین سرپرست انبار,1,13
جانشین سرپرست اهن رسانی,1,13
جانشین سرپرست برق راه اندازی,1,13
جانشین سرپرست برنامه ریزی,1,12
جانشین سرپرست تکمیل,1,13
جانشین سرپرست حوالجات,1,13
جانشین سرپرست ریخته گری,1,13
جانشین سرپرست شیفت تولیدلوله,1,13
جانشین سرپرست قسمت برق و ابزار دقیق تعمیرات بخش اکریلیک,1,13
جانشین سرپرست نقلیه,1,13
جانشین سرپرست کارگاه دارویی,1,13
جانشین سرپرست کالا و انبار,1,13
جانشین سرکارگراهارگیری وشستشوی رنگرزی,1,13
جانشین سرکارگرریسندگی,1,13
جانشین سرگروه اهنگری,1,13
جانشین فرمانده,1,11
جانشین فرمانده در آتش نشانی,1,11
جانشین فناوری و ارتباطات,1,13
جانشین مالی و اقتصادی,1,12
جانشین متصدی ابرسانی,1,13
جانشین متصدی چله گذاری وگره زنی,1,13
جانشین متصدی کنترل وتکمیل مانشون,1,13
جانشین مدیر ارزیابی,1,13
جانشین مدیر امور مالی,1,12
جانشین مدیر برنامه ریزی استراتژیک,1,12
جانشین مدیر تضمین کیفیت,1,13
جانشین مدیر روابط عمومی,1,12
جانشین مدیر مجتمع,1,11
جانشین مدیر نت و نوسازی,1,13
جانشین مدیر واحد عملیاتی اسکله و بندرامام,1,13
جانشین مدیر کارگاه الکتروموتورهای صنعتی,1,13
جانشین مدیرقطعات,1,13
جانشین مدیرکنترل کیفی,1,13
جانشین مسیول عملیات معدن,1,13
جانشین و هماهنگ کننده بخش منابع انسانی بخش منابع انسانی,1,12
جانشین وسرپرست شیفت,1,13
جنرال فورمن,1,13
جنرال فورمن آزمایشگاه نساجی,1,13
جنرال فورمن انبار قطعات,1,13
جنرال فورمن انبارمواد,1,13
جنرال فورمن برق فشارضعیف,1,13
جنرال فورمن بسته بندی,1,13
جنرال فورمن تاسیسات وتعمیرات برق,1,13
جنرال فورمن تهویه,1,13
جنرال فورمن قسمتهای تولیدفورمن ارشد,1,13
جنرال فورمن نخ تابی,1,13
جنرال فورمن نگهداری نیروگاه,1,13
جنرال فورمن چله پیچی,1,13
جنرال فورمن کنترل,1,13
جنرال فورمن کنترل سرپرست نگهداری و تعمیرات تاسیسات,1,13
جوشکا ارشد,1,72
حانشین سرپرست انبارها,1,13
حوزه فعالیت در انجمن ها و سازمانهای ادارای عضو,1,12
حوزه مدیر عامل مدیر پروژه هماهنگی امور مناطق مقیم یزد,1,12
حوزه مدیر عامل مشاورمدیرعامل در امور بانوان,1,11
حوزه مدیر عاملمدیر پروژه نظارت بر طرحها و ارزیابی سیستمهای کنترل,1,12
حوزه مدیر عاملکارشناس مسئول امور ایثارگران,1,12
حوزه معاونت بهره برداری و سیر و حرکتمدیر پروژه بازنگری و اصلاح مق,1,13
حوزه معاونت فنی وزیربنائیمدیر پروژه امورزیربنایی,1,13
حو‍زه معاونت ساخت وتوسعه راه ها,1,13
خلبان ارشد,1,31
خلبان مسئول اموزشی عملیات پرواز,1,13
خلبان مسئول ایمنی پرواز,1,13
دادگاه,1,12
دادگستری,1,12
دایرکتور,1,12
دایرکتور ارشد مالی,1,12
دایرکتور ارشد کارخانه,1,13
دایرکتور بازاریابی,1,12
دایرکتور برنامه ریزی و تحلیل مالی,1,12
دایرکتور برنامه ریزی و توسعه تجاری,1,12
دایرکتور حسابرسی داخلی,1,12
دایرکتور خرید داخلی وخارجی,1,12
دایرکتور فروش b2c,1,12
دایرکتور منابع انسانی,1,12
دایرکتور نوآوری کپکس ولجستیک,1,12
دایرکتور کنترل و انطباق مالی,1,12
دبیر ستاد و معاون رئیس قوه قضائیه,1,11
دبیر شاغل در پست مشاور,1,12
دبیر شاغل در پست معاون توسعه مدیریت و پشتیبانی,1,12
دبیر شاغل درپست رییس اداره امور مالی,1,12
دبیر هیئت مدیره,1,12
دبیر هیات مدیره گروه سایپا,1,12
دبیر کل اتحادیه پایاپای آسیا بانک مرکزی,1,11
دبیر کل احزاب,1,11
دبیر کل انجمن,1,11
دبیر کل انجمن های خیریه,1,11
دبیر کل فدرا سیون,1,11
دبیر کل هلال احمر,1,11
دبیرکل حزب,1,11
دبیرکل دستگاه دولتی,1,11
دبیرکمیته فنی مالی و بازرگانی,1,12
دبیرکمیته و رئیس مرکز,1,12
دبیرکمیسیون,1,12
دبیرکمیسیون تحقق درامد,1,12
دبیرکمیسیون معاملات همترازمعاون اداره رتبه دو,1,12
دریابان,1,11
دریادار,1,11
دریاسالار,1,11
دستیار در سطح مدیر,1,12
دستیار قائم مقام مدیرعامل در حوزه بازاریابی و فروش گروه,1,12
دستیار معاون صادرات و اموربین الملل گروه,1,12
دستیار معاون مشاور ساعتی,1,12
دستیار معاونت تولید پشتیبانی و خدمات فنی,1,13
دستیار همتراز مدیرکل حوزه معاونت اداری و مالی,1,12
دستیار وزیر,1,11
دستیار ویژه رییس جمهوردراموراجرایی,1,11
دستیارارشدمدیرتولیدفولادسازی,1,13
دستیارسرپرست تولیداتوبوس,1,13
دستیارسرپرست منطقه,1,12
دستیارمسئول گروه قطع,1,13
دستیارویژه وزیر وزارت امور خارجه,1,11
دستیارکسب و کارهای نوین ریاست هیئت مدیره,1,11
دفتر روابط بین المللمعاون مدیرکل برنامه ریزی,1,12
دهدار,1,11
دهدار ابرشیوه کاظمی,1,11
دهدار ابرو,1,11
دهدار ابریشم,1,11
دهدار اسفرجان با نام,1,11
دهدار اق اباد,1,11
دهدار الاداغ,1,11
دهدار اور زمان,1,11
دهدار بابلکنار,1,11
دهدار باغلی مارما,1,11
دهدار بالا ولایت بانام,1,11
دهدار بانام حالت اشتغال,1,11
دهدار برزاوند,1,11
دهدار برون و شهراسلامیه,1,11
دهدار بلده,1,11
دهدار تار رود کاظمی,1,11
دهدار تجن بانام,1,11
دهدار تو یه دروار,1,11
دهدار تودشک با نام,1,11
دهدار تیاب رضا صادقی,1,11
دهدار جبل,1,11
دهدار جرقویه علیا با نام,1,11
دهدار جمال اباد طالقانی,1,11
دهدار حرمک,1,11
دهدار حسن اباد ازاده سیاوش یدی,1,11
دهدار حنا با نام,1,11
دهدار خمک,1,11
دهدار خواجه ای بانام جانباز,1,11
دهدار دشت,1,11
دهدار دهستان قرق,1,11
دهدار رامجین,1,11
دهدار رامشه,1,11
دهدار رباطات,1,11
دهدار رزکان معصومی,1,11
دهدار رودشت شرقی,1,11
دهدار زارم رود,1,11
دهدار زیبا کنار علی اباد,1,11
دهدار سراوان,1,11
دهدار سردرود سفلی,1,11
دهدار شهید اباد,1,11
دهدار طرقرود با نام,1,11
دهدار عشایر,1,11
دهدار علیا,1,11
دهدار غنی اباد,1,11
دهدار فردوس,1,11
دهدار فیروزجاء,1,11
دهدار قائن,1,11
دهدار قبله ای,1,11
دهدار قراولان,1,11
دهدار قلعه قافه,1,11
دهدار قهاب جنوبی,1,11
دهدار قهرود با نام,1,11
دهدار لاریجان سفلی,1,11
دهدار لای سیاه,1,11
دهدار مورچه خورت,1,11
دهدار میاندشت,1,11
دهدار نیاسر با نام,1,11
دهدار هزارپی جنوبی,1,11
دهدار ونک,1,11
دهدار پادنا وسطی با نام,1,11
دهدار پنجک رستاق,1,11
دهدار پیشکوه موگوئی,1,11
دهدار چهل چشمه بانام,1,11
دهدار کترا,1,11
دهدار کرون سفلی,1,11
دهدار کرکس,1,11
دهدار کرکوند,1,11
دهدار کسیلیان,1,11
دهدار کشته گان,1,11
دهدار کلاته های غربی,1,11
دهدار کلیجان رستاق سفلی,1,11
دهدار کمال رود,1,11
دهدار کوه سرده,1,11
دهدار کوهدشت با نام,1,11
دهدار کوهستان,1,11
دهدار گرمخان,1,11
دهدار گلاب,1,11
دهدار گودین محمد جمالی فشی,1,11
دهدار گچین,1,11
دهدار گیفان,1,11
دهدارخیرودکنار,1,11
دهدارپسکوه,1,11
دهداری حاجی بکنده,1,11
دهداری مالفجان,1,11
دهداری گل سفید,1,11
دهیار,1,11
دهیار روستا,1,11
دهیار روستای ناصراباد,1,11
دهیارروستای آنابای,1,11
دک فورمن,1,13
دیپچرارشددرقسمت برنامه ریزی وکنترل تولیدوموا,1,13
ذیحساب و مدیر امور مالی سازمان گسترش و نوسازی صنایع ایران تملک د,1,12
ذیحساب و مدیر امور مالی مرکز توسعه تجارت,1,12
ذیحساب و مدیر امور مالی نهضت سواداموزی,1,12
ذیحساب و مدیرکل امور مالی سازمان زمین شناسی و اکتشافات معدنی کشور,1,12
ذیحساب و مدیرکل امور مالی سازمان غذا و دارو,1,12
ذیحساب و مدیرکل امور مالی ستاد مرکزی مبارزه با قاچاق کالا و ارز,1,12
ذیحساب و مدیرکل امور مالی شرکت مادرتخصصی مدیریت تولید انتقال و ت,1,12
رئبس,1,12
رئبس اداره,1,12
رئبس اداره امور اجرایی و مالی,1,12
رئبس بخش تایروتیوب,1,13
رئبس نمایندگی نمایندگی وزارت امورخارجه بوشهر,1,11
رئبس گروه نیروگاه وانرژی,1,13
رئس اداره,1,12
رئس تعمیرات تاسیسات وماشین آلات صنعتی,1,13
رئس قسمت حفاظت وبهره برداری از آبهای سطحی,1,13
رئس نرم افزارهای رابط کاربری,1,13
رئس پذیرش وتحویل کارشناس مسئول رایانه,1,13
رئسی معادن,1,13
رئــــیــس اداره dcs,1,13
رئــــیــس اداره ارتباطات دیجیتال,1,12
رئیس cad cam,1,13
رئیس check in,1,14
رئیس chp,1,13
رئیس ddcc,1,13
رئیس gmp و نظارت بر آموزش,1,13
رئیس hse سایت پروژه ها,1,13
رئیس hsel,1,13
رئیس ict,1,13
رئیس icu های مجتمع بیمارستانی جنرال،ولیعصر،کانسر،اورژانس,1,13
رئیس ims,1,13
رئیس ipqc,1,13
رئیس ipqc و وآنالیز محصول,1,13
رئیس it,1,13
رئیس it و سیستم اطلاعات مدیریت mis,1,13
رئیس it و شبکه,1,13
رئیس it واحد پخش مویرگی,1,13
رئیس mis,1,13
رئیس planing,1,12
رئیس pm,1,13
رئیس r&d,1,12
رئیس r&d مواد شیمیایی,1,12
رئیس w.o,1,13
رئیس آب وفا ضلاب,1,13
رئیس آبرسانی,1,13
رئیس آتلیه طراحی صنعتی,1,13
رئیس آرد و نان,1,13
رئیس آرشیو فنی,1,12
رئیس آزماشگاه ipqc,1,13
رئیس آزمایشات غیرمخرب,1,13
رئیس آزمایشگاه x.ray و تنظیم مواد,1,13
رئیس آزمایشگاه آب و پساب و ضدیخ,1,13
رئیس آزمایشگاه اسپکتروسکپی لیزری,1,13
رئیس آزمایشگاه الکل و دی اکسید کربن,1,13
رئیس آزمایشگاه باکتریهای بیهوازی,1,13
رئیس آزمایشگاه تجزیه و ویژه,1,13
رئیس آزمایشگاه تصفیه خانه آب,1,13
رئیس آزمایشگاه خمیر مایه,1,13
رئیس آزمایشگاه دما فشار و کمیتهای شیمیایی و فیزیکی,1,13
رئیس آزمایشگاه رنگ مایع,1,13
رئیس آزمایشگاه رنگهای پایه آب,1,13
