id,title_norm,label_1
237,نوبتکار ارشد اتاق کنترل واحد کمپرسورها و جداسازیcold section,3
238,کارشناس مطالعات,2
239,کارشناس ارشد کنترل و پایش عملکرد,2
240,کارشناس مناقصات,2
241,کارشناس سنجش وارزشیابی مهارت هاشمی,2
242,کارشناس صدور پروانه ساختمانی,2
243,مدیر انتشارات,1
244,معاون فنی مدیریت جهادکشاورزی شهرستان زرین دشت,1
245,مسئول خوابگاه خواهران,5
246,مونتاژ کار وجوشکار ارشدجوشکاری کویل,7
247,مسئول دفتر امور حقوقی و قراردادها,1
248,مسئول دفترکارخانه,3
249,رییس اداره برنامه ریزی و نظارت,1
250,کارشناس اموزش محیط زیست,2
251,کارشناس ایمنی وبهداشت کار,2
252,کارگرتستر,9
253,کنتورنویس اداره برق,9
254,کپی کار و چاپ هلیو,8
255,اپراتور دیگ فشار متوسط,8
256,انتظامات نگهبانی,5
257,جوشکارکاربیت درجه 3,7
258,جوشکاری داخل مخازن,7
259,تحلیل گر پایگاه داده ها,2
260,رئیس اداره مونتاژ,1
261,سرپرست اجرای داربست بندی,3
262,سرپرست اداره ارزیابی عملکرد،توسعه بهره وری,1
263,رئیس کارشناس اداره روابطعمومی,2
264,سرپرست اداره منابع انسانی,1
265,سرپرست اداره کوره بخار,1
266,رییس بخش برنامه ریزی و سفارشات,1
267,رییس برنامه ریزی و تحقیقات بازاریابی,1
268,مدیر مدیریت شهری و ارتباطات منطقه ای,1
269,رییس اداره خریدهای تجهیزات غیر تولیدی و ابزارآلات,1
270,اپراتوردیگ رنگرزی دیگ بخار,8
271,کمک متصدی توزین فیلر,8
272,تکنسین قالب های پلاستیکی pm,3
273,سرپرست فنی سالن های تولید,3
274,سرپرست مدیریت حفاظت محصول,1
275,سرمکانیک تمامتاب واپن اند,7
276,مسئول تدارکات واحد,3
277,کاردان تحقیق سوابق شاکیان,3
278,کاردان برق خرید,3
279,مکانیک تکمیل درجه 1,7
280,کاردان امور هماهنگی و پیگیری,3
281,کارگرتولیدی وبارگیری,9
282,کارگرحمل ماسوره رینگ,9
283,کارگرخشک شویی,8
284,اپراتور دستگاه پرس تسمه لاستیکی,8
285,استادکارپاتیل,7
286,بایگان دفترفنی,4
287,تکنسین نقشه کشی گندله سازی,3
288,خم کار ورق,7
289,سرپرست بهداشت حرفه ای محیط زیست و ایمنی,2
290,متصدی اموردفتری پیگیری وبایگانی,4
291,کارگر ماسه سازی,9
292,کارشناس آموزش راهنمایی تحصیلی,2
293,کارشناس تعاملات منطقه ای و اجتماعی,2
294,کاردان امور ثبتی,3
295,کارشناس مسول توسعه ترویج واموربازرگانی,2
296,مسئول تعمیرگاه ریسندگی,3
297,کاپیتان قایق مسافربری,3
298,اپراتور دستگاه دانه جداکن میوه جات,8
299,کنترلرلعاب زنی,8
300,رئیس اداره ساری,1
301,روغن کشی,8
302,سرپرست تعمیرات نوبتکار,3
303,متصدی آسیای گچ گ هاها,8
304,متصدی اموربانکی بازرس ارشد,3
305,مدیر کل منابع طبیعی و آبخیزداری استان,1
306,مدیرآزمایشگاه وکالیبراسیون,1
307,کارشناس مسئول امور فنی و مطالعات عمرانی,2
308,کارشناس مسئول امورتغذیه,2
309,مسئول دیگ بخارتنی اب وبخار,8
310,کارگر ساده بسته بندی تولیدپلاستیک,9
311,کارگرکمکی کوئل,9
312,اپراتور ماشین آلات معدنی اپراتور دریل,8
313,کارگر ماشین کاردینگ ریسندگی,8
314,کارشناس مسئول فضای سبز,2
315,کارشناس تعمیرات تجهیزات دوارمدار دوم,2
316,مسیول انبار مصرفی,4
317,کارشناس تحقیقات آزمایشگاهی وکنترل مواد,2
318,مشاوروزیر,1
319,"مسیول دیگ بخار,کمپرسورباد,ابرسانی وسوخت رسان",8
320,کارگر مکانیک خط,7
321,کارگردستگاه الکترولیز کارگرتولید,8
322,کارگردستگاه لوله سازی,8
323,کارگرساده تعمیرگاه فنی,9
324,اپراتورخردکننده موادمنجمدذوب,8
325,تحقیقات و توسعه,2
326,اپراتورماشین الات,8
327,خریدو فروش عمده و جزیی محصولات کشاورزی,5
328,دامدار سبک,6
329,متصدی دستگاه جوراب بافی,8
330,کارگر کنترل حین تولید,8
331,مهندس برنامه ریزی تعمیرات اساسی و جاری,2
332,کارشناس بهینه سازی خطوط هوایی فشارقوی انتقال و فوق توزیع,2
333,کارشناس برنامه ریزی مواد و متریال,2
334,مسئول مهندسی مشاغل,2
335,کارشناس برنامه ریزی امورفرهنگی ومشاوره تحصیلی,2
336,معاون اداره تدارکات,1
337,کارشناس تجارت الکترونیکی,2
338,کارشناس تطابق تولید,2
339,خیاط کیف,7
340,رییس خزانه داری و دریافت و پرداخت,1
341,راننده لودرآموزشی معدن,8
342,سرپرست در قسمت حسابداری بازرگانی بخش امور مالی,3
343,متصدی دبیر خانه مخابرات,4
344,مسیول ترانسپورت تونلی وتامین مصالح معدن,3
345,رئیس راهبری و تعمیرات جرثقیلها و ترانسفرکارها,1
346,واحد ستاره دار تشکیلات معاون مدیرکل فرایندها و تحول اداری,1
347,معاون مدیریت بحران,1
348,کارشناس ارشد زیرساخت,2
349,معاون کتابخانه اسناد و انتشارات,1
350,مسئول کمیته های منابع انسانی,1
351,معاون مدیر لامپ کم مصرف,1
352,کمک کاه گل مال,9
353,دفتر فنی مهندسی,2
354,دلال خریدوفروش ماشین,5
355,رئیس مرکز ارزی,1
356,ساخت انواع مصنوعات چوبی,7
357,متصدی کارگاه فلزکاری,7
358,کمک اپراتور دوباره سازی,8
359,کمک اپراتور کوره نشکن,8
360,تکنسین حاصلخیزی خاک,3
361,سرپرست عملیات ماشینهای سنگین وتعمیرات خودروها,3
362,کارشناس مسئول محاسبات رله های حفاظتی,2
363,مربی آزمایشگاه,3
364,مسئول امور دارایی و هماهنگی شرکتهای تابعه,1
365,مسئول انبارها,1
366,مسئول انبار مصرفی,4
367,کارگر سایت پسماند شیفت,9
368,کارشناس امور مسافرت,4
369,کارشناس امور اداری و مالی و جمعدار اموال,2
370,مسئول سهام و سرمایه گذاری,2
371,انباردار توزین انبار مواد اولیه دارویی توزین ماده,4
372,انبارقند,4
373,اپراتور پایش الکتریکی و گرمنگاری تجهیزات,3
374,رئیس برنامه ریزی و کنترل تولید و توزیع منابع,1
375,راننده لودر یک,8
376,راننده لودرسنگین معدن,8
377,سرپرست امور اجتماعی و فرهنگی,1
378,سرپرست برنامه ریزی و پایش اطلاعات,1
379,کارگر کنترل آبی,9
380,کارشناس مسئول خدمات آموزشی پژوهشی,2
381,کارشناس بهینه سازی و نگهداری تاسیسات اختصاصی پست های فشارقوی انتقال و فوق توزیع,2
382,اقتصاددان قیمت ها,2
383,گچ کاری.سفیدکاری,7
384,استاکارداربست بند,7
385,اپراتورکارخانه قالی بافندگی,8
386,تکنسین تولید ریخته گری و ارسال محصول,3
387,تکنسین تولید سنسور اکسیژن,3
388,حسابدار و تحویلدار و متصدی فروش تمبر بانام,4
389,خرید و فروش ارز,3
390,رئیس خزانه داری و دریافت و پرداخت,1
391,متصدی دفترمدیریت مالی,4
392,مسئول امور قرارگاه اجتماعی,1
393,مسئول انبارقطعات یدکی کارخانه,4
394,مراقب دستگاه برق و بخار,8
395,کاردان ترخیص بنادر,3
396,کاردان تعمیروتنظیم سیستمهای الکترونیک,3
397,مسئول شیفت نگهداری وتعمیرات برق ذوب فولاد سازی,3
398,مهندس ارشدبرق تعمیرتجهیزات فشارقوی,2
399,رئیس بخش برنامه ریزی و سفارشات,1
500,کارشناس مسئول هماهنگی امور تولید و اشتغال,2
501,مکانیک دستگاه ریسندگی,7
502,کارشناس مسئول نقشه کشی ونقشه برداری,2
503,آنالیست فروش,2
504,کارگرماشین دوخت نخی درجه 3,8
505,اتش نشان راننده,5
506,کمک راننده سنگین,9
507,تکنسین دایوترم بخش نیروگاه,3
508,رئیس گروه سرمایه گذاری و تامین منابع,1
509,سرایدار و نگهبان,5
510,سرشیفت بهره برداری توزیع برق,3
511,متصدی پل بازشو,8
512,سنگ جمع کن معدن,9
513,مسئول ترویج,3
514,کارشناس در آمد,2
515,کارشناس خبره اعتباری رتبه یک,2
516,کارگرتولید فلزی ارشد,8
517,کتابدار,2
518,استادکار کارگاه ریخته گری،تراشکاری و آهنگری,7
519,بافنده سنتی,7
520,تعمیرکاربرق والکترونیک درپست تکنسین الکترون,3
521,برشکارخودروو,7
522,تکنسین انباروبارگیری کنترل کیفی فولادسازی یک ودو,3
523,ریخته گر تعمیرات,7
524,خدمتگذار تمیزکار,9
525,سرپرست تامین قطعات مجموعه ای و پرسکاری,3
526,استادکار مکانیک تعمیرات لوله,7
527,برشکاریک سماورسازی,7
528,تکنسین پروژه های ابزار دقیق,3
529,تکنسین پیگیری امور قطعات یدکی تولید داخل کشور,3
530,تکنسین کارگاه برق,3
531,تکنسین کنترل کیفیت فرآیند قطعات ماهک,3
532,تکنسین ارزیاب فرایند و محصول پلی استر,3
533,خریدوفروش خواروبار,5
534,سنگ ساب سابکار,7
535,کارشناس آمار و پژوهش,2
536,مسئول دفتر مدیریت,3
537,مکانیک ماشین آلات ساختمانی و راه سازی,7
538,کارشناس تحقیق و توسعه فناوری و خدمات مهندسی,2
539,کارشناس کنترل پروژه و فرآیندهای توسعه,2
540,اپراتورارشدنوردفویل,8
541,تراشکارسه,7
542,تکنسین آماده ساز و برنامه ریزی عملیات حرارتی,3
543,تکنسین ارشد باطری سازی بخش مهندسی,3
544,رئیس دفتر هیئت مدیره و مدیر عامل,1
545,رئیس دولت,1
546,رئیس شعبه ارزی ریالی ممتاز الف رتبه یک,1
547,سرپرست حسابداری فروش داخلی,3
548,متصدی دستگاه لوله سازی,8
549,سرپرست کارگاه نجای,7
550,سرپرست تعمیرات برنامه ریزی شده خطوط,3
551,مدیر نگهداری وتعمیرات,1
552,مدیر کل دفتر امور زنان و خانواده,1
553,فرزکارشاتون تراشی,7
554,فرمن سالن شربت سازی تهیه مایعات,3
555,کارشناس و مسئول نگهداری و پشتیبانی فنی ا دی اس ال,2
556,کارشناس مسئول مرکز آموزش,2
557,کارگر خدمات فنی نت ساخت تجهیزات و لیفتراکها,7
558,اداره امور ناوگان اداره کل راه اهن هرمزگان کارشناس لکوموتیو سیرجا,2
559,تکنسین تاسیسات ساختمانی,3
560,دلال خریدو فروش میوه,3
561,دلال موتورسیکلت,3
562,کارشناس مسیول نقشه کشی ونقشه برداری,2
563,سرپرست کنترل کیفی قطعات تولیدی,3
564,فورمن نصب تجهیزات,3
565,کارشناس حقوق,2
566,کارشناس مسئول امور نابینایان,2
567,کارشناس بازاریابی و صادرات,2
568,کارشناسی مرتبه سیستمها,2
569,مسیول دفتر امور سهام,3
570,معاون مدیرکل عمیلیات,1
571,مسئول کنترل ترافیک,3
572,کارشناس ارشد ماشین آلات و ترافیک,2
573,کارشناس نمایشگاه داخلی و خارجی,2
574,کمک کارشناس اداره سجلات واحوال شخصیه,3
575,بازاریاب دستگاه های کارتخوان,3
576,ذیحساب اداره کل تعاون،کارورفاه اجتماعی,1
577,رییس گروه تحول ونوسازی مالی ومحاسباتی,1
578,مخلوطکن یک,8
579,کارگر کنترل انبار,4
580,کارشناس برق پروژه ها,2
581,مهندس ارشد امورفنی تولیدچدن,2
582,مقدمات بافندگی چله کش,8
583,مهندس ارشد تعمیرات ابزار دقیق,2
584,کارشناس کتابداریکار شناس کتابداری,2
585,کارشناس بودجه وتامین,2
586,کارشناس مسئول تعاون واموررفاهی,2
587,کارشناس بهره وری اراضی,2
588,کارشناس مسئول تحلیل گر سیستم,2
589,کارشناس بهره برداری از شبکه آب,2
590,کارشناس کنترل کیفیت خدمات پس از فروش,2
591,اپراتور ماهر بسته بندی,8
592,کارگرکنترل آمارتولید,4
593,جوشکار برشکار,7
594,جوشکاردرجه گازاستیلن نیمه ساخته یخچال,7
595,بندکشی ساختمان,7
596,رئیس اداره مدیریت برند و افکار سنجی,1
597,رئیس گروه کنترل و پردازش داده های کمی وکیفی,1
598,راننده امداد خودرو,8
599,رییس تصفیه خانه آب,1
600,مامورکنتور گاز,9
601,متخصصان پزشکی سنتی و تکمیلی,2
602,عمله کار,9
603,کارشناس اجرای پروژه های جنبی,2
604,کارشناس مسئول سنجش های روانشناختی,2
605,مسئول شبکه وتعمیرات برق,3
606,معاون اداره وصول و اجرا,1
607,کارشناس مسئول عملیات نیرووتاسیسات,2
608,کارگر نصب نصاب,7
609,کارگرساخت مایع ظرفشوئی,8
610,کارگر شستشوی طنابی,9
611,اپراتورتهیه شیاف تهیه مایعات,8
612,تصویربرداری,3
613,تکنسین ارشد شابلون ساز,3
614,اپراتورعمومی بافندگی حریر,8
615,درشکه چی یا گاری چی,9
616,سرپرست حراست پرسنلی و اسناد,5
617,سرپرست خارزنی,3
618,کارشناس اسناد و دبیرخانه محرمانه,2
619,نوارباف دستی,7
620,مسئول کنترل کیفیت بسته بندی,3
621,کارشناس مکانیک پایش وضعیت تجهیزات دوار,2
622,کارشناس شنوایی شناسی,2
623,اپراتور دستگاه اکسترودر پلاستیک,8
624,استادکار آرمیچر پیچ نگهداری و تعمیرات برق,7
625,تکنسین متصدی حفاری و انفجار,3
626,تکنسین مسیول سخت افزار,3
627,رئیس اداره حقوقی و امور قراردادها,1
628,رئیس مکانیک و تاسیسات,1
629,کاردان فروش وبازاریابی,3
630,نظافتچی وتفکیک ضایعات,9
631,مسئول خدمات وامورنقلیه انباردار,4
632,مسئول توسعه مدیریت دانش,2
633,کارگرمعدن استادکارمعدن,8
634,کارگر نگهداری و تعمیرات تجهیزات ریخته گری,7
635,آنالیست انبارهای فولادسازی و نورد پیوسته,3
636,کارگرفروش,5
637,کمک متخصص پزشکی سنتی و تکمیلی,3
638,ذیحساب و مدیرکل امور مالی شورای حل اختلا,1
639,رئیس اداره ارتباطات و علائم الکتریکی,1
640,گرمکارارشد,8
641,خدمتگزار حسین جلالی,9
642,رییس اداره نصب تعمیرات اساسی و آزمایشات ترانسفورماتور پست های فشارقوی انتقال و فوق توزیع,1
643,سرپرست شیفت بیدسازی,3
644,فرمانده قایق راهنمابر,3
645,متصدی دیگ بخار کارگردیگ بخار,8
646,مسئول امور دفتری بایگانی و ماشین نویس,4
647,کارشناس پیگیری و پاسخگویی به استعلامات,2
648,کارشناس پدافند غیرعامل و بحران,2
649,کارشناس امور پرسنلی کارمندان,2
650,مهندس ومسئول محاسبات,2
651,کارشناس پرورشی,2
652,کارشناس امور دینی,2
653,کارگر غلطک کار,8
654,کارشناس نوبتکاری تعمیرات ابزار دقیق,2
655,کارشناس پرستاری بخش بهداری,2
656,کارگرسیم کشی فشارضعیف,7
657,اپراتور چاپ افست دوورقی دورنگ,8
658,فروشنده خوارو بار بقال,5
659,فروشنده ساعت,5
660,فن ورزتاسیسات,7
661,متصدی خطتولیدو کارگاه برشکاری,8
662,کارشناس کنترل کیفی محصولات نهایی,2
663,مسئول ماشین سازی و جوشکاری,3
664,کارشناس مسئول تامین منابع الکترونیک,2
665,کارشناس مسئول توسعه و نگهداشت سیستمهای مکانیزه,2
666,کارشناس کنترل واردات,2
667,کارشناس مسئول تعمیرات خطوط,2
668,کارگرکمک خشاب زن رینگ ریسندگی,9
669,تکنسین تعمیرات جرثقیل های ثابت و متحرک,3
670,تکنسین تولیدامپول وقطره درجه 1,3
671,حمل کننده ضایعات ازمایشی تولید,9
672,حمل کننده کلاف و قرره فلایر ریسندگی,9
673,خدمات فنی اهنگری,7
674,رئیس تولید چهارم,1
675,رئیس حراست فیزیکی,1
676,آتش نشان راننده,5
677,سرپرست سفارشات و کارشناسی کالا,3
678,راننده ماشین الات کندرو,8
679,سرپرست عایق پیچی,3
680,تکنیسین مکانیک عمومی,3
681,تیزکار ارشد,7
682,تکنسین تحقیقات بازار,3
683,تکنسین تدارکات بخش اکریلیک,3
684,رئیس اقدام,1
685,راننده لوکوموتیو معدن روباز,8
686,خدمات پس ازفروش,5
687,سرپرست ارسال ویژه,3
688,سرپرست امور مالی و برنامه ریزی موسسه فرهنگی ورزشی آبفای استان تهران,1
689,ضایعات جمع کن نمکی,9
690,کارشناس ناظرساختمان,2
691,کارشناس ارشد نظارت بر فضای سبز,2
692,کار گر سا ختمانی,9
693,کارشناس فضای سبزتولیدات گیاهی,2
694,کارشناس ایمنی و بهداشت سالن تولید,2
695,متصدی شیفت پرسهای اکستروژن,8
696,کادر انتظامی,5
697,کارگرپرداخت نهایی,8
698,ارشد فنی مکانیکی,3
699,اپراتور دستگاه آسیاکننده حبوبات,8
700,تکنسین مسیول تاسیسات شیمیایی وبرج,3
701,تعمیرکارتوربوماشین,7
702,رئیس پشتیبانی و خدمات عمومی,1
703,سرشیفت لعاب سازی,3
704,سرشیفت کارگاه جوشکاری,3
